"Word","Word_Italian","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","N_perceptual","N_action","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor"
NA,"accendere",3.12,0,3.8,1.92,0.96,4.76,0.12,5,1.48,0.28,0.44,0.439696865275764,0,0.408248290463863,0.4,0.351188458428424,0.435889894354067,0.439696865275764,0,0.77028133388609,0.613731754650732,0.506622805119022,25,25,4.76,5.85831120014858,0.326923076923077,"Visual",5,5.04428207512692,0.666666666666667,"Hand_arm",5,6.90627996489937,0.228519195612431,"Hand_arm"
"acceptance","accettazione",1.84210526315789,0.0526315789473684,1.52631578947368,4,0,2.73684210526316,1,3.1578947368421,4.21052631578947,3.1578947368421,3.57894736842105,0.688247201611686,0.229415733870562,0.696692268479466,0,0,0.452413928358864,0,0.898341551894183,0.917662935482247,1.16729306492209,1.1697953037312,19,19,4,4.55177412538015,0.393782383419689,"Interoceptive",4.21052631578947,5.69258956051826,0.212543554006969,"Head",4.21052631578947,6.53260342974543,0.166666666666667,"Head"
"agreement","accordo",3.8421052631579,0,0.947368421052632,2.94736842105263,0,2.68421052631579,0.421052631578947,3.36842105263158,4.42105263157895,4.05263157894737,1.78947368421053,0.688247201611686,0,0.229415733870562,0.705036185874039,0,0.477566932940919,0.507257273501788,0.895080773250814,0.768533196975772,0.848114523878724,0.535303379031311,19,19,3.8421052631579,4.68010280045686,0.368686868686869,"Auditory",4.42105263157895,5.81861054678456,0.284644194756554,"Head",4.42105263157895,6.69065450028666,0.180645161290323,"Head"
"water","acqua",3.48617511520737,2.63824884792627,4.8594470046083,3.94239631336406,0.815668202764977,5,3.90322580645161,4.75115207373272,1.55760368663594,4.87096774193548,2.42165898617512,0.601032696138369,0.709885768263109,0.347960960092527,0.309808507622294,0.433188554600056,0,0.352933872572045,0.432844461509481,0.545948562902317,0.33562252505833,0.696139810905708,434,434,5,7.12891399889713,0.201732948233726,"Visual",4.87096774193548,6.69631463868152,0.189285244175332,"Mouth",5,8.71786727844394,0.109404180974758,"Visual"
"fascinate","affascinare",1.57692307692308,0,0.884615384615385,3.69230769230769,0.153846153846154,3.38461538461538,0,1.61538461538462,4.53846153846154,3.84615384615385,1.30769230769231,0.503831473655779,0,0.325812593608421,0.470678724331642,0.36794648440312,0.496138938356834,0,0.496138938356834,0.508391127441794,0.674821913829579,0.549125178386915,26,26,3.69230769230769,4.54244304737142,0.380952380952381,"Interoceptive",4.53846153846154,5.39272978566308,0.401360544217687,"Head",4.53846153846154,6.30427750307975,0.216117216117216,"Head"
"affection","affetto",2.0952380952381,0.523809523809524,3.71428571428571,4.61904761904762,0.904761904761905,3.19047619047619,0.952380952380952,4.76190476190476,3.38095238095238,3.76190476190476,4.57142857142857,0.300792603759119,0.511766315719159,0.717137165600636,0.497613351528119,0.538958431120797,0.679635756787974,0.218217890235992,0.436435780471985,0.497613351528119,1.04425867986634,0.50709255283711,21,21,4.61904761904762,5.77251096450007,0.272151898734177,"Interoceptive",4.76190476190476,6.6664123647733,0.218579234972678,"Hand_arm",4.76190476190476,7.87629127901473,0.13049853372434,"Hand_arm"
"affliction","afflizione",2.26315789473684,0.263157894736842,2.10526315789474,4.78947368421053,0.421052631578947,3.10526315789474,0.789473684210526,1.84210526315789,4.63157894736842,2.94736842105263,4.47368421052632,0.452413928358864,0.452413928358864,0.7374684055082,0.418853908291696,0.507257273501788,0.7374684055082,0.418853908291696,0.501459857121279,0.495594627783352,0.524265010438033,0.512989176042577,19,19,4.78947368421053,5.43814236978356,0.349593495934959,"Interoceptive",4.63157894736842,6.04810194046347,0.261648745519713,"Head",4.78947368421053,7.25622825951037,0.163809523809524,"Interoceptive"
"drown","affogare",3.4,1.48,3.8,4.96,1.36,4.72,1.8,2.64,3.24,5,4.2,0.5,0.585946527708232,0.408248290463863,0.2,0.637704215656966,0.458257569495584,1.04083299973307,1.03601801786134,1.01159939369957,0,0.5,25,25,4.96,6.89019985194402,0.182555780933063,"Interoceptive",5,6.36059749406869,0.18957345971564,"Mouth",5,8.3607923365534,0.0994535519125683,"Mouth"
"aggression","aggressione",3.96296296296296,0.407407407407407,3.11111111111111,4.14814814814815,1.40740740740741,4.81481481481481,2.77777777777778,5,2.51851851851852,4.22222222222222,2.25925925925926,0.192450089729875,0.50071174413254,0.423659272868162,0.456045181947149,0.50071174413254,0.39584739066357,0.933699561847853,0,1.05138627792696,0.506369683541833,0.859006250205281,27,27,4.81481481481481,6.52811040052875,0.246887966804979,"Visual",5,6.29296547308582,0.163355408388521,"Hand_arm",5,8.07948758955876,0.132620320855615,"Hand_arm"
"agility","agilità",1.24193548387097,0,2.75345622119816,3.80875576036866,0,4.56221198156682,4.97235023041475,4.30184331797235,2.70276497695853,1.00691244239631,3.25345622119816,0.428749656962404,0,0.431496176964384,0.422044753465175,0,0.501315305762198,0.164156481737646,0.595321492793629,0.805088726089734,0.107235497388955,0.584874427746175,434,434,4.56221198156682,5.5720546002508,0.368921185019564,"Visual",4.97235023041475,6.36403311419908,0.244217397474102,"Foot_leg",4.97235023041475,7.55222322340062,0.173835991622362,"Foot_leg"
"lamb","agnello",2.03846153846154,3.5,3.53846153846154,1.15384615384615,3.03846153846154,4.76923076923077,0.423076923076923,2.46153846153846,1.61538461538462,3.92307692307692,1.11538461538462,0.196116135138184,0.509901951359279,0.508391127441794,0.36794648440312,0.598716576070463,0.42966892442366,0.503831473655779,0.508391127441794,0.752431954500768,0.271746488194703,0.863801971607987,26,26,4.76923076923077,6.15974944342776,0.200426439232409,"Visual",3.92307692307692,4.32624617457966,0.366935483870968,"Mouth",4.76923076923077,6.80184605517205,0.157601115760112,"Visual"
"needle","ago",1.5,0,4.04166666666667,1,0,5,0,4.95833333333333,1.04166666666667,0,0.125,0.510753918455249,0,0.204124145231932,0.780189497605494,0,0,0,0.204124145231932,0.464305621487537,0,0.337831962346088,24,24,5,5.80281181212509,0.433212996389892,"Visual",4.95833333333333,4.97363728743579,0.809523809523809,"Hand_arm",5,6.8286929795087,0.283018867924528,"Visual"
"agony","agonia",3.21052631578947,0.31578947368421,3.36842105263158,5,1.10526315789474,4.31578947368421,1.26315789473684,2.21052631578947,4.36842105263158,4.10526315789474,4.63157894736842,0.535303379031311,0.477566932940919,0.760885910252682,0,0.458831467741123,0.477566932940919,0.65337629647495,0.535303379031311,0.597264720370148,0.809302638222512,0.597264720370148,19,19,5,6.52713833946702,0.270516717325228,"Interoceptive",4.63157894736842,6.4209052899518,0.203174603174603,"Torso",5,8.1573053958399,0.138198757763975,"Interoceptive"
"dawn","alba",1.875,0,1,2.66666666666667,1.75,5,1.16666666666667,0.916666666666667,3.54166666666667,0.458333333333333,2.125,0.612372435695794,0,0,0.816496580927726,0.84698955385992,0,0.816496580927726,0.775531608229039,0.588229965875272,0.832970935693524,0.899879218948661,24,24,5,5.39370705931997,0.406779661016949,"Visual",3.54166666666667,3.83664352542053,0.375634517766497,"Head",5,5.97572496482992,0.24390243902439,"Visual"
"tree","albero",2.33333333333333,0,3.61904761904762,1.19047619047619,2.61904761904762,5,2.23809523809524,3.95238095238095,3.04761904761905,0.142857142857143,1.04761904761905,0.483045891539648,0,0.497613351528119,0.402373908081478,0.589592272353571,0,0.436435780471985,0.384212242932272,0.740012869900955,0.358568582800318,0.218217890235992,21,21,5,5.89403309201111,0.338709677419355,"Visual",3.95238095238095,4.67859709571052,0.365296803652968,"Hand_arm",5,6.74722398510302,0.198487712665406,"Visual"
"alcoholic","alcolista",2.88888888888889,2.51851851851852,1.44444444444444,3.22222222222222,3.81481481481481,4.55555555555556,1.40740740740741,3.7037037037037,3.66666666666667,5,1.96296296296296,0.320256307610174,0.848998068783269,0.506369683541833,0.697982440452113,0.39584739066357,0.506369683541833,0.572394381205238,0.608580619450184,0.620173672946042,0,0.587136563951986,27,27,4.55555555555556,6.09669082344818,0.168674698795181,"Visual",5,6.17496915818195,0.228235294117647,"Mouth",5,7.73097590373346,0.105092091007584,"Mouth"
"allergy","allergia",1.66666666666667,0.125,2.70833333333333,4.70833333333333,2.45833333333333,3.16666666666667,0.166666666666667,2.08333333333333,3.91666666666667,4.625,2.04166666666667,0.637022057270606,0.337831962346088,0.806450444131925,0.464305621487537,1.10253331475513,0.481543412343077,0.38069349381344,0.775531608229038,0.653862548158294,0.49453535504684,0.69025305168635,24,24,4.70833333333333,5.59860672931754,0.308988764044944,"Interoceptive",4.625,5.61014063171724,0.347402597402597,"Mouth",4.70833333333333,7.06107584823286,0.16566265060241,"Interoceptive"
"alert","allerta",3.58333333333333,0,1.79166666666667,4.625,0.583333333333333,3.54166666666667,2.83333333333333,2.58333333333333,4.5,1.29166666666667,3.625,0.503610155185335,0,0.414851116999053,0.49453535504684,0.503610155185335,0.508977377704052,0.963086824686153,0.775531608229039,0.510753918455249,0.464305621487537,0.646898957233327,24,24,4.625,5.8020311682231,0.327433628318584,"Interoceptive",4.5,5.65561421000893,0.216292134831461,"Head",4.625,7.21904279774496,0.159712230215827,"Interoceptive"
NA,"amare",2.21428571428571,0.928571428571429,3.82142857142857,5,0.821428571428572,3.46428571428571,0.892857142857143,3.67857142857143,4.46428571428571,3.85714285714286,4.42857142857143,0.417855447018673,0.465758754003848,0.475594865605671,0,0.475594865605671,0.50787450018337,0.314970394174356,0.669636243353583,0.692934867183583,0.705233647349938,0.634126487474228,28,28,5,6.1674417662703,0.257142857142857,"Interoceptive",4.46428571428571,6.57083391245608,0.206185567010309,"Head",5,8.03265021333718,0.124468085106383,"Interoceptive"
NA,"ambire",0.952380952380952,0,0.761904761904762,4,0,2,2.33333333333333,2.80952380952381,4.71428571428571,1.42857142857143,2.95238095238095,0.218217890235992,0,0.436435780471985,0,0,0.316227766016838,1.31656117720877,1.16700675315302,0.462910049886276,0.676123403782813,0.384212242932273,21,21,4,4.18517301076066,0.518518518518518,"Interoceptive",4.71428571428571,5.52116472107269,0.230769230769231,"Head",4.71428571428571,6.22832359813477,0.214750542299349,"Head"
"ambition","ambizione",1.625,0.0416666666666667,0.958333333333333,4,0,2.70833333333333,2.91666666666667,3.79166666666667,4.875,2.41666666666667,2.66666666666667,0.49453535504684,0.204124145231932,0.464305621487536,0,0,0.550032937090187,1.05980583400786,0.658005330140079,0.337831962346088,1.13890361720181,0.637022057270606,24,24,4,4.46536433901766,0.428571428571429,"Interoceptive",4.875,6.11141909987406,0.1475,"Head",4.875,6.82057736623867,0.1875,"Head"
"ambulance","ambulanza",5,0,1.29166666666667,2.125,0.916666666666667,5,3.375,1.70833333333333,3.375,1.875,1.83333333333333,0,0,0.464305621487537,0.740886660345738,0.28232985128664,0,1.24455335099716,0.907896118682551,1.01349588703826,1.56906230651913,0.916831342257085,24,24,5,6.40306638548343,0.348837209302326,"Auditory",3.375,4.55690947815347,0.136986301369863,"Head",5,7.09494539013678,0.188679245283019,"Visual"
"friend","amico",3.53333333333333,0.533333333333333,2.83333333333333,3.73333333333333,0.933333333333333,4.43333333333333,1.86666666666667,4.33333333333333,4.36666666666667,4.23333333333333,2.86666666666667,0.507416263404925,0.571346463723366,0.59209349991676,0.583292280985675,0.253708131702462,0.504006932993731,0.434172485455305,0.660894552251267,0.556053416767536,0.678910553924363,0.68144538746106,30,30,4.43333333333333,5.91539490839345,0.24375,"Visual",4.36666666666667,6.46777711472111,0.141509433962264,"Head",4.43333333333333,7.81640123181261,0.115841584158416,"Visual"
NA,"ammirare",1.54166666666667,0,0.75,3.45833333333333,0,3.95833333333333,0.0833333333333333,2.41666666666667,4.79166666666667,2.29166666666667,2.20833333333333,0.508977377704051,0,0.442325868464691,0.508977377704052,0,0.464305621487536,0.28232985128664,0.928611242975073,0.414851116999053,1.04170289792063,0.931532942621143,24,24,3.95833333333333,4.75438085456804,0.407725321888412,"Visual",4.79166666666667,5.27686929705085,0.399293286219081,"Head",4.79166666666667,6.33638928967054,0.222868217054264,"Head"
"love","amore",2.76923076923077,1.03846153846154,4.07692307692308,5,1.69230769230769,3.84615384615385,1,4.46153846153846,3.84615384615385,3.96153846153846,4.76923076923077,0.42966892442366,0.344182420326109,0.392232270276368,0,0.470678724331642,0.543492976389406,0,0.58177447388274,0.784464540552736,0.598716576070463,0.514407799916938,26,26,5,6.51760321394231,0.215031315240084,"Interoceptive",4.76923076923077,6.82100280747961,0.208955223880597,"Torso",5,8.40714043681463,0.109704641350211,"Interoceptive"
NA,"analizzare",1.54166666666667,0,0.833333333333333,2.91666666666667,0,3.91666666666667,0,2.875,5,1.625,0.666666666666667,0.508977377704051,0,0.38069349381344,0.503610155185335,0,0.28232985128664,0,0.797414299606792,0,0.646898957233327,0.481543412343077,24,24,3.91666666666667,4.4670434143153,0.425339366515837,"Visual",5,5.35256794410289,0.491803278688525,"Head",5,6.23586993050782,0.258064516129032,"Head"
"angel","angelo",1.46153846153846,0,0.846153846153846,1.34615384615385,0.0384615384615385,4.73076923076923,0.0384615384615385,0.153846153846154,2.30769230769231,0.115384615384615,0.230769230769231,0.646886032050112,0,0.464095480892257,0.79711016514947,0.196116135138184,0.452344320861205,0.196116135138184,0.464095480892257,1.31967361932353,0.431455497304005,0.514407799916938,26,26,4.73076923076923,4.82089744027293,0.561643835616438,"Visual",2.30769230769231,2.30878865285185,0.797297297297297,"Head",4.73076923076923,4.99131476580309,0.419795221843003,"Visual"
"corner","angolo",0.142857142857143,0,2.85714285714286,0.761904761904762,0,5,1.61904761904762,4.52380952380952,3.19047619047619,0,0.904761904761905,0.358568582800318,0,0.358568582800318,0.436435780471985,0,0,0.497613351528119,0.511766315719159,0.749603069567329,0,0.624880941040924,21,21,5,5.29871590420397,0.570652173913043,"Visual",4.52380952380952,5.06631732002526,0.441860465116279,"Hand_arm",5,6.53284265894363,0.263157894736842,"Visual"
NA,"annullare",1.5,0,1.04166666666667,3.375,0,2.83333333333333,0.166666666666667,4.54166666666667,3.75,2.625,1.29166666666667,0.510753918455249,0,0.204124145231932,0.575779245136914,0,0.761386987626881,0.38069349381344,0.721060008759246,0.737209780774486,1.24455335099716,0.550032937090187,24,24,3.375,4.03498500397328,0.385714285714286,"Interoceptive",4.54166666666667,5.50315714436368,0.353535353535354,"Hand_arm",4.54166666666667,6.14777221854193,0.214990138067061,"Hand_arm"
"bee","ape",3.96296296296296,0.925925925925926,2.59259259259259,1.14814814814815,2.74074074074074,5,0.185185185185185,3.59259259259259,2.18518518518519,0.481481481481481,1.14814814814815,0.192450089729875,0.828619144486589,0.50071174413254,0.456045181947149,0.594370552161153,0,0.39584739066357,1.42124699469973,0.878680699731007,0.752961862879898,0.863966866516735,27,27,5,6.10517988387771,0.248868778280543,"Visual",3.59259259259259,3.88051725061887,0.448780487804878,"Hand_arm",5,6.58848740919491,0.200927357032457,"Visual"
"coat rack","appendiabiti",1.47619047619048,0,3.9047619047619,0.904761904761905,0.428571428571429,5,0,5,0.952380952380952,0,1.14285714285714,0.511766315719159,0,0.300792603759119,0.538958431120797,0.50709255283711,0,0,0,0.740012869900955,0,0.72702917999997,21,21,5,5.73446568766383,0.426829268292683,"Visual",5,5.03122524381225,0.704697986577181,"Hand_arm",5,6.81077640552522,0.265822784810127,"Visual"
NA,"applaudire",5,0,3.8421052631579,2.8421052631579,0,4.42105263157895,0,5,0.842105263157895,0.368421052631579,1.26315789473684,0,0,0.374634324632678,0.374634324632678,0,0.507257273501788,0,0,0.602140431639667,0.597264720370148,0.561951486949016,19,19,5,6.62735937164923,0.310457516339869,"Auditory",5,5.03525263996465,0.669014084507042,"Hand_arm",5,7.48142840451916,0.212053571428571,"Auditory"
"applause","applauso",5,0,2.40740740740741,1.7037037037037,0,4,0,5,0.62962962962963,0.407407407407407,0.925925925925926,0,0,0.572394381205238,0.668800005452637,0,0,0,0,0.883530860030809,0.693888666488711,0.549540082245419,27,27,5,5.9240194484459,0.38135593220339,"Auditory",5,5.01477046114123,0.718085106382979,"Hand_arm",5,6.93829187847037,0.249077490774908,"Hand_arm"
"learn","apprendere",2.55555555555556,0,1,3.22222222222222,0,3.88888888888889,0.944444444444444,3.55555555555556,5,2.66666666666667,0.944444444444444,0.783823376129674,0,0,0.548318880553316,0,0.582983088130138,0.53930480546961,0.511309992564913,0,0.594088525786005,0.725357698552702,18,18,3.88888888888889,4.79082227413602,0.364583333333333,"Visual",5,5.75491250758714,0.309322033898305,"Head",5,6.69846180245849,0.210280373831776,"Head"
NA,"apprezzare",1.5,0.555555555555556,1.05555555555556,4.11111111111111,0.166666666666667,2.55555555555556,0.5,2.27777777777778,4.66666666666667,3.55555555555556,2.5,0.514495755427527,0.615698763455199,0.416176181897865,0.323380833381777,0.383482494423685,0.511309992564913,0.514495755427527,0.894792486988599,0.485071250072666,1.14902629992028,0.707106781186548,18,18,4.11111111111111,4.49629380922609,0.396648044692737,"Interoceptive",4.66666666666667,5.58433766575236,0.308641975308642,"Head",4.66666666666667,6.423535085538,0.191943127962085,"Head"
NA,"approvare",2.21739130434783,0,1,3.65217391304348,0,2.91304347826087,0.130434782608696,3.60869565217391,4.21739130434783,4,1.21739130434783,0.59973643750101,0,0,0.486984753557674,0,0.733177609528977,0.344350221575091,0.98807114368361,0.85048230910629,0.904534033733291,0.42174116783665,23,23,3.65217391304348,4.40261819336642,0.373333333333333,"Interoceptive",4.21739130434783,5.72675949512651,0.31023102310231,"Head",4.21739130434783,6.48833938702127,0.183712121212121,"Head"
"rainbow","arcobaleno",0,0,0,0.782608695652174,0.0434782608695652,5,0.0434782608695652,0.782608695652174,4.04347826086957,0.652173913043478,0.304347826086957,0,0,0,0.671262158456362,0.208514414057075,0,0.208514414057075,0.85048230910629,0.474654024198412,0.647280721183483,0.702901946394417,23,23,5,5.00638399908167,0.858208955223881,"Visual",4.04347826086957,4.05941952626508,0.686567164179104,"Head",5,5.77274296199227,0.42910447761194,"Visual"
"air","aria",2.16666666666667,0,3.66666666666667,3.83333333333333,1.27777777777778,1.83333333333333,1.5,2.88888888888889,3.61111111111111,4.72222222222222,4.55555555555556,0.383482494423685,0,0.485071250072666,0.618346942400842,0.894792486988599,0.985184366143778,0.618346942400842,0.83235236379573,0.607684988914186,0.460888598962477,0.615698763455199,18,18,3.83333333333333,4.98722849375007,0.3,"Interoceptive",4.72222222222222,6.49837081703173,0.186495176848875,"Mouth",4.72222222222222,7.35861445069667,0.157116451016636,"Mouth"
"weapon","arma",2.80952380952381,0,3.95238095238095,2,0.857142857142857,5,0.80952380952381,5,1.76190476190476,0,1.42857142857143,0.402373908081478,0,0.218217890235992,0.632455532033676,0.478091443733757,0,0.928388260322567,0,0.830948969838816,0,0.676123403782813,21,21,5,6.01429820534807,0.342019543973941,"Visual",5,5.11615347148578,0.555555555555556,"Hand_arm",5,7.05710660012652,0.211693548387097,"Visual"
"wardrobe","armadio",2.10714285714286,0,4,0.714285714285714,2.35714285714286,5,0.928571428571429,4.96428571428571,1.89285714285714,0,1.53571428571429,0.497347461393438,0,0,0.460043706228236,0.55872113989835,0,0.662686531592003,0.188982236504614,0.737326788914382,0,0.961562881252794,28,28,5,5.96101415507837,0.35264483627204,"Visual",4.96428571428571,5.11143100120295,0.532567049808429,"Hand_arm",5,7.01602985820538,0.212765957446809,"Visual"
"art","arte",1.19047619047619,0,2.57142857142857,2.76190476190476,0.857142857142857,5,1.0952380952381,4.76190476190476,4.38095238095238,2.0952380952381,2.14285714285714,0.402373908081478,0,0.50709255283711,0.700340053457026,0.358568582800318,0,0.768424485864545,0.436435780471985,0.497613351528119,0.830948969838817,0.72702917999997,21,21,5,5.48910206870274,0.403846153846154,"Visual",4.76190476190476,5.96660875823723,0.25328947368421,"Hand_arm",5,7.22916251734553,0.186170212765957,"Visual"
"elevator","ascensore",3.71428571428571,0,2.76190476190476,3.19047619047619,1.04761904761905,5,3.47619047619048,3.76190476190476,1.42857142857143,0,1.80952380952381,0.462910049886276,0,0.436435780471985,0.749603069567329,0.218217890235992,0,0.601585207518238,0.700340053457026,0.597614304667197,0,0.601585207518238,21,21,5,6.13522736345799,0.318181818181818,"Visual",3.76190476190476,4.70394502161162,0.359090909090909,"Hand_arm",5,6.94529357244598,0.190909090909091,"Visual"
"hairdryer","asciugacapelli",4.34615384615385,0,4,1.88461538461538,0.884615384615385,5,0,5,3.61538461538462,0,0.730769230769231,0.485164524037584,0,0,0.325812593608421,0.325812593608421,0,0,0,0.752431954500768,0,0.452344320861205,26,26,5,6.53027855740154,0.310262529832936,"Visual",5,5.56826180782933,0.534979423868313,"Hand_arm",5,7.66949007555839,0.196374622356495,"Hand_arm"
"asylum","asilo",3.88888888888889,1,2.83333333333333,2.11111111111111,2.66666666666667,4.94444444444444,2.22222222222222,3.38888888888889,4,2.5,1.77777777777778,0.323380833381777,0.342997170285018,0.383482494423685,0.323380833381777,0.685994340570035,0.235702260395516,1.06027496741928,0.916443823180533,0.90748521297303,1.20049009599756,0.73208449814096,18,18,4.94444444444444,6.14295590005992,0.226114649681529,"Visual",4,5.13166910827618,0.16,"Head",4.94444444444444,7.15925761151146,0.125886524822695,"Visual"
"insure","assicurare",1.36842105263158,0,0.631578947368421,2.8421052631579,0,2.52631578947368,0.736842105263158,4.1578947368421,3.36842105263158,3.10526315789474,1.94736842105263,0.495594627783352,0,0.495594627783352,0.834210065120613,0,0.512989176042577,0.452413928358864,0.602140431639667,0.68398556805677,1.5597270716416,0.404651319111256,19,19,2.8421052631579,3.47313638195925,0.385714285714286,"Interoceptive",4.1578947368421,5.2875342944383,0.256916996047431,"Hand_arm",4.1578947368421,5.74611512086784,0.201017811704835,"Hand_arm"
