"Word","Word_Chinese","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","N_perceptual","N_action","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor"
"music","乐曲",5,0,1.14814814814815,3.51851851851852,0,3.03703703703704,3.33333333333333,3.77777777777778,4.18518518518519,2.85185185185185,2.33333333333333,0,0,0.362013992898246,0.509175077217316,0,0.706098788113603,0.679366220486757,0.974021534011414,0.681459803941116,1.4332240069616,0.554700196225229,27,27,5,5.82931157453889,0.393586005830904,"Auditory",4.18518518518519,5.84956272317917,0.112359550561798,"Head",5,7.35725190467151,0.171319796954315,"Auditory"
"homesickness","乡愁",3.23809523809524,2.61904761904762,1.66666666666667,4.71428571428571,3.57142857142857,4.23809523809524,1.66666666666667,1.80952380952381,4.42857142857143,3.04761904761905,3.23809523809524,0.436435780471985,0.669043382464133,0.483045891539648,0.462910049886276,0.597614304667197,0.436435780471985,1.15470053837925,0.679635756787974,0.50709255283711,0.804747816162956,0.700340053457026,21,21,4.71428571428571,6.5653826964552,0.152019002375297,"Interoceptive",4.42857142857143,5.42507114830419,0.194630872483222,"Head",4.71428571428571,7.62122023853988,0.0890125173852573,"Interoceptive"
"debate","争论",4.75,0,1.54166666666667,3.79166666666667,0.0416666666666667,3.83333333333333,1.04166666666667,3.625,3.95833333333333,5,2.5,0.442325868464691,0,0.508977377704051,0.414851116999053,0.204124145231932,0.38069349381344,0.204124145231932,0.49453535504684,0.358640751178386,0,0.510753918455249,24,24,4.75,6.05210706351916,0.340298507462687,"Auditory",5,6.31143306696323,0.245478036175711,"Mouth",5,7.79196731819251,0.166204986149584,"Mouth"
"thing","事情",1.14285714285714,0,1,3.35714285714286,0,2.5,0.857142857142857,2.42857142857143,3.92857142857143,1.85714285714286,1.5,0.363136519601282,0,0.392232270276368,0.744946343668492,0,0.518874521662771,0.770328886519643,0.85163062725264,0.474631146549323,0.864437821507566,0.650443635587991,14,14,3.35714285714286,3.82481638106755,0.419642857142857,"Interoceptive",3.92857142857143,4.40312947497382,0.29054054054054,"Head",3.92857142857143,5.2087619886914,0.211538461538462,"Head"
"deeds","事迹",1.92,0,0.88,2.6,0,3.96,2.2,3.28,3.68,3.4,1.44,0.640312423743285,0,0.439696865275764,0.577350269189626,0,0.2,0.816496580927726,0.842614977317636,0.852447456836295,1.04083299973307,0.58309518948453,25,25,3.96,4.43841189855537,0.423076923076923,"Visual",3.68,5.16841764493721,0.16,"Head",3.96,6.08666858345733,0.169520547945205,"Visual"
"sea of ​​clouds","云海",1.07142857142857,0,1.5,2.71428571428571,0.357142857142857,5,0.142857142857143,1.5,3.92857142857143,0.142857142857143,1.5,0.267261241912424,0,0.650443635587991,0.825420305855557,0.497245158098847,0,0.363136519601281,0.75955452531275,0.267261241912424,0.363136519601281,0.518874521662771,14,14,5,5.30912862248347,0.469798657718121,"Visual",3.92857142857143,4.0693756230291,0.524752475247525,"Head",5,6.00957465994381,0.28,"Visual"
"ghost","亡灵",2.21428571428571,0,0.642857142857143,2.71428571428571,0.785714285714286,3.85714285714286,1,1.21428571428571,3.71428571428571,2.28571428571429,1.78571428571429,0.578934223521839,0,0.633323693776651,0.825420305855557,0.578934223521839,0.363136519601282,1.1766968108291,0.578934223521839,0.468807230938495,0.913873533463375,0.699293206753068,14,14,3.85714285714286,4.46456836305657,0.377622377622378,"Visual",3.71428571428571,4.15377055770784,0.271428571428571,"Head",3.85714285714286,5.43626481396404,0.190812720848057,"Visual"
"talk","交谈",4.92307692307692,0,1.38461538461538,3.19230769230769,0.153846153846154,4,0.307692307692308,2.80769230769231,3.76923076923077,5,1.34615384615385,0.271746488194703,0,0.496138938356834,0.40191847623425,0.36794648440312,0,0.470678724331642,0.49146562599887,0.42966892442366,0,0.485164524037584,26,26,4.92307692307692,6.02314671595816,0.36056338028169,"Auditory",5,5.87859521397154,0.354651162790698,"Mouth",5,7.49873341277557,0.185979971387697,"Mouth"
"Peking Opera","京剧",4.91304347826087,0,1.52173913043478,2.73913043478261,0.826086956521739,4.95652173913043,2.82608695652174,4.65217391304348,3.69565217391304,4.39130434782609,3.39130434782609,0.28810406552003,0,0.510753918455249,0.540823555863717,0.38755338788159,0.208514414057075,0.834057656228299,0.486984753557674,0.558795995356872,0.722315118514616,0.499010879347845,23,23,4.95652173913043,6.42313637497854,0.331395348837209,"Visual",4.65217391304348,6.67504498973738,0.0963302752293578,"Hand_arm",4.95652173913043,8.25438810720994,0.146153846153846,"Visual"
"bright light","亮光",0.333333333333333,0,1.19047619047619,1.95238095238095,0,5,0.571428571428572,3.23809523809524,4.23809523809524,0.285714285714286,1,0.483045891539648,0,0.749603069567329,0.589592272353571,0,0,0.676123403782813,0.436435780471985,0.436435780471985,0.462910049886276,0.774596669241483,21,21,5,5.11934583237853,0.589887640449438,"Visual",4.23809523809524,4.80999835047072,0.423469387755102,"Head",5,6.26116034969875,0.280748663101604,"Visual"
"moral quality","人品",1.52941176470588,0,0.588235294117647,3.76470588235294,0,2.52941176470588,0.235294117647059,1.82352941176471,4,3.05882352941176,1.52941176470588,0.624264272846798,0,0.507299656195892,0.437237316097603,0,0.514495755427527,0.437237316097603,0.63593377383646,0.5,0.899346167730627,0.624264272846798,17,17,3.76470588235294,4.18545971022025,0.447552447552448,"Interoceptive",4,4.67650510200373,0.353591160220994,"Head",4,5.5997762683545,0.209876543209877,"Head"
"life","人生",2.76,1.24,2.8,4.64,1.2,4.04,3.92,3.12,4.68,2.24,3.48,0.522812904711937,0.522812904711937,0.5,0.489897948556636,0.5,0.2,0.702376916856849,0.781024967590666,0.476095228569523,0.66332495807108,0.714142842854285,25,25,4.64,5.9669273684591,0.206235011990408,"Interoceptive",4.68,6.27002188417366,0.139908256880734,"Head",4.68,7.71352137073954,0.101992966002345,"Head"
"introduction","介绍",3.6,0,1.2,2.25,0,4.05,0.95,3.95,3.05,5,1.95,0.502624689950035,0,0.410391340834062,0.550119604220181,0,0.223606797749979,0.223606797749979,0.223606797749979,0.223606797749979,0,0.223606797749979,20,20,4.05,5.01601200175696,0.364864864864865,"Visual",5,6.06661643412633,0.271812080536913,"Mouth",5,7.04380355222412,0.192307692307692,"Mouth"
"another day","他日",0.608695652173913,0,0.0869565217391304,2,0,2.08695652173913,0.130434782608696,0.130434782608696,2.30434782608696,1.21739130434783,0.173913043478261,0.583027399541909,0,0.28810406552003,0.953462589245592,0,0.51460871969619,0.344350221575091,0.344350221575091,1.01957132742129,0.85048230910629,0.38755338788159,23,23,2.08695652173913,2.58710030527942,0.436363636363636,"Visual",2.30434782608696,2.41301113055635,0.54945054945055,"Head",2.30434782608696,3.15368656827957,0.263681592039801,"Head"
"fairy","仙人",1.52173913043478,0.0434782608695652,0.391304347826087,2.08695652173913,0.521739130434783,4,1.17391304347826,2.21739130434783,3.91304347826087,1.91304347826087,1.91304347826087,0.66534783913046,0.208514414057075,0.499010879347845,0.733177609528977,0.510753918455249,0,0.984062724952183,0.795242772487544,0.41702882811415,0.996039588400019,0.733177609528977,23,23,4,4.25091841407232,0.461928934010152,"Visual",3.91304347826087,4.42150103065309,0.24609375,"Head",4,5.46539478510797,0.200883002207505,"Visual"
"wonderland","仙境",3.39130434782609,0.565217391304348,1.73913043478261,3.47826086956522,1.91304347826087,5,3.21739130434783,2.17391304347826,4.26086956521739,1.26086956521739,2.43478260869565,0.722315118514615,0.506869801869702,0.619192384874173,0.510753918455249,0.668311541278118,0,0.998021758695691,0.716822148161496,0.44897775854488,0.619192384874173,0.66237087637185,23,23,5,6.02329993288952,0.275675675675676,"Visual",4.26086956521739,5.15981481869739,0.224755700325733,"Head",5,7.08667395387018,0.150664697193501,"Visual"
"afterwards","以后",0.925925925925926,0,0.259259259259259,3.2962962962963,0,2.40740740740741,1.81481481481481,1.14814814814815,3.44444444444444,1.25925925925926,1.07407407407407,0.38490017945975,0,0.446576084704722,0.823445613299796,0,0.693888666488711,0.921413505980268,0.533760512683624,0.640512615220349,1.02253804114275,0.675159578055778,27,27,3.2962962962963,3.69821656602908,0.478494623655914,"Interoceptive",3.44444444444444,3.72272926075494,0.271186440677966,"Head",3.44444444444444,4.67495393584334,0.220379146919431,"Head"
"look forward to","企盼",1.57142857142857,0.0714285714285714,1.57142857142857,4.57142857142857,0.142857142857143,3.57142857142857,1.85714285714286,2,4.28571428571429,2,3.07142857142857,0.646206172658864,0.267261241912424,0.513552591013095,0.513552591013095,0.363136519601281,0.513552591013095,1.09945041215655,0.784464540552736,0.468807230938495,0.877058019307029,0.267261241912424,14,14,4.57142857142857,5.29969947726208,0.391304347826087,"Interoceptive",4.28571428571429,5.06706059696299,0.183783783783784,"Head",4.57142857142857,6.53393674403303,0.182080924855491,"Interoceptive"
"legend","传奇",2.875,0.0625,1.0625,3.125,0.0625,3.9375,0.75,1.8125,3.9375,3.5625,1.8125,0.341565025531987,0.25,0.25,0.885061203156784,0.25,0.25,0.447213595499958,0.75,0.680073525436772,0.629152869605896,0.403112887414928,16,16,3.9375,4.8843850001917,0.348314606741573,"Visual",3.9375,4.91303391003324,0.268421052631579,"Head",3.9375,6.17203993310241,0.168478260869565,"Head"
"accompaniment","伴奏",4.9047619047619,0,1,2.0952380952381,0,3.23809523809524,2.19047619047619,4.14285714285714,2.57142857142857,4.33333333333333,1.66666666666667,0.300792603759119,0,0,0.538958431120797,0,0.436435780471985,1.07791686224159,0.910258989832799,0.597614304667197,0.730296743340221,0.658280588604383,21,21,4.9047619047619,5.45296249634732,0.436440677966102,"Auditory",4.33333333333333,5.69409652235833,0.178913738019169,"Mouth",4.9047619047619,7.02549163325754,0.187613843351548,"Auditory"
"position","位置",1,0,2.1,3,0.2,4.55,3.85,3.45,3.15,0.95,2.9,0.324442842261525,0,0.307793505625546,0.324442842261525,0.410391340834062,0.51041778553404,0.988086934168084,0.825577947481897,1.03998987849326,0.223606797749979,0.552506251453082,20,20,4.55,5.08476002834196,0.419354838709677,"Visual",3.85,5.36743663107899,0.202797202797203,"Foot_leg",4.55,6.5892837652619,0.180914512922465,"Visual"
"decency","体统",0.785714285714286,0,0.357142857142857,2.35714285714286,0,2.21428571428571,0.571428571428571,1.71428571428571,3.14285714285714,2.57142857142857,2.28571428571429,0.578934223521839,0,0.497245158098847,1.15072838853303,0,0.699293206753068,0.646206172658864,0.913873533463375,0.949262293098647,1.22249969100425,0.825420305855557,14,14,2.35714285714286,2.90375909724111,0.4125,"Interoceptive",3.14285714285714,4.02510930070252,0.25,"Head",3.14285714285714,4.47636651674955,0.196428571428571,"Head"
"experience","体验",1.78947368421053,0.473684210526316,2.21052631578947,4.47368421052632,0.842105263157895,3.52631578947368,1.42105263157895,2.73684210526316,4.63157894736842,2.89473684210526,3.10526315789474,0.787326514818136,0.512989176042577,0.713282503517759,0.512989176042577,0.764719112901873,0.512989176042577,0.606976978666884,0.65337629647495,0.495594627783352,0.875261030404661,0.65783625471062,19,19,4.47368421052632,5.32060747417474,0.300395256916996,"Interoceptive",4.63157894736842,5.61386141412663,0.217081850533808,"Head",4.63157894736842,6.89323474168212,0.147940074906367,"Head"
"lingering interest","余兴",2.04761904761905,0.142857142857143,1,3.61904761904762,0.333333333333333,2.76190476190476,2,2.19047619047619,3.47619047619048,2.80952380952381,2.33333333333333,0.589592272353571,0.358568582800318,0.447213595499958,0.589592272353571,0.483045891539648,0.538958431120797,1.26491106406735,0.980767435177556,0.679635756787974,1.32736760616822,0.795822425754221,21,21,3.61904761904762,4.27436936774578,0.350961538461538,"Interoceptive",3.47619047619048,4.56924533370073,0.115241635687732,"Head",3.61904761904762,5.5773151589756,0.153039832285115,"Interoceptive"
"spare power","余力",0.75,0,1.375,3.79166666666667,0,2.08333333333333,3,2.41666666666667,3.08333333333333,0.791666666666667,2.70833333333333,0.442325868464691,0,0.575779245136914,0.414851116999053,0,0.583592075121765,1.10335456873474,0.717281502356772,1.21285386290089,0.414851116999053,0.624093545570845,24,24,3.79166666666667,4.05295259637281,0.473958333333333,"Interoceptive",3.08333333333333,4.4944633553063,0.190972222222222,"Head",3.79166666666667,5.39886331050962,0.189583333333333,"Interoceptive"
"room","余地",0.923076923076923,0,1.76923076923077,3.26923076923077,0,3.57692307692308,3.11538461538462,2.69230769230769,3.30769230769231,1,3.03846153846154,0.271746488194703,0,0.514407799916938,0.666794859469825,0,0.503831473655779,0.863801971607987,0.61768799691953,0.928190961784514,0,0.720042733774558,26,26,3.57692307692308,4.4315595057069,0.375,"Visual",3.30769230769231,4.86284147629017,0.175438596491228,"Head",3.57692307692308,5.86768575424414,0.157627118644068,"Visual"
"after rhyme","余韵",3.57142857142857,1.64285714285714,0.928571428571429,4.07142857142857,0.714285714285714,2.14285714285714,0.428571428571429,1.07142857142857,3.78571428571429,3.28571428571429,2.5,0.513552591013096,0.841897386141095,0.474631146549323,0.730045911547372,0.611249845502127,0.363136519601281,0.513552591013095,0.267261241912424,0.892582375303981,0.825420305855557,0.650443635587991,14,14,4.07142857142857,5.04601354144252,0.256830601092896,"Interoceptive",3.78571428571429,4.74244699015586,0.303225806451613,"Head",4.07142857142857,6.17226875114916,0.150887573964497,"Interoceptive"
"homework","作业",2.08695652173913,0,3.39130434782609,3.47826086956522,0.608695652173913,4.73913043478261,0.739130434782609,4.82608695652174,4.17391304347826,2,1.69565217391304,0.28810406552003,0,0.499010879347845,0.510753918455249,0.499010879347845,0.44897775854488,0.44897775854488,0.38755338788159,0.38755338788159,0.738548945875996,0.634950435338042,23,23,4.73913043478261,5.81704360850799,0.331306990881459,"Visual",4.82608695652174,5.83240071514211,0.3042071197411,"Hand_arm",4.82608695652174,7.33870281487813,0.173981191222571,"Hand_arm"
"works","作品",1.39130434782609,0,2.47826086956522,2.82608695652174,0.347826086956522,4.17391304347826,0.434782608695652,4.26086956521739,3.95652173913043,1.95652173913043,1.30434782608696,0.499010879347845,0,0.510753918455249,0.650326764931116,0.486984753557674,0.38755338788159,0.506869801869702,0.688700443150182,0.705707953345447,0.474654024198412,0.558795995356872,23,23,4.17391304347826,4.83805866031081,0.372093023255814,"Visual",4.26086956521739,5.3024386603047,0.321167883211679,"Hand_arm",4.26086956521739,6.40148181875753,0.18421052631579,"Hand_arm"
"composition","作文",1.65,0,2.9,3.2,0.55,4.5,0.05,5,4.15,2.4,1.05,0.489360484929593,0,0.640723275517187,0.615587011251092,0.51041778553404,0.512989176042577,0.223606797749979,0,0.366347548532523,0.598243041616119,0.223606797749979,20,20,4.5,5.34778782970253,0.3515625,"Visual",5,5.95761917315698,0.391304347826087,"Hand_arm",5,7.14262283755232,0.196463654223969,"Hand_arm"
"style","作风",1.28571428571429,0,0.904761904761905,3.19047619047619,0,2.61904761904762,1.52380952380952,2.28571428571429,3.85714285714286,2.76190476190476,2.33333333333333,0.462910049886276,0,0.436435780471985,0.87287156094397,0,0.497613351528119,1.03048763306736,0.845154254728517,0.573211504221111,1.13599128098599,0.658280588604383,21,21,3.19047619047619,3.76353434002089,0.398809523809524,"Interoceptive",3.85714285714286,4.7420794805326,0.182835820895522,"Head",3.85714285714286,5.42820254764304,0.185779816513761,"Head"
"delicacy","佳肴",1.375,5,2.41666666666667,3.83333333333333,4.16666666666667,4.70833333333333,0.291666666666667,3.16666666666667,3.375,5,1.54166666666667,0.49453535504684,0,0.503610155185335,0.38069349381344,0.38069349381344,0.464305621487537,0.464305621487537,0.637022057270606,0.710939366337732,0,0.588229965875272,24,24,5,7.20968674584591,0.168604651162791,"Gustatory",5,5.83716655650913,0.35202492211838,"Mouth",5,8.3089729552492,0.135005973715651,"Gustatory"
"mission","使命",1.83333333333333,0,0.958333333333333,3.95833333333333,0,2.91666666666667,3.20833333333333,3.45833333333333,4.45833333333333,2.875,3.16666666666667,0.38069349381344,0,0.204124145231932,0.358640751178386,0,0.408248290463863,0.883627241233132,0.832970935693524,0.508977377704051,0.740886660345738,0.701964118163034,24,24,3.95833333333333,4.54481727352352,0.40948275862069,"Interoceptive",4.45833333333333,6.02326146693395,0.0922330097087378,"Head",4.45833333333333,6.78529728502461,0.166149068322981,"Head"
"attachment","依恋",2.0952380952381,0.0952380952380952,3.42857142857143,4.61904761904762,1,3.19047619047619,1.19047619047619,4.52380952380952,3.38095238095238,2.33333333333333,4.33333333333333,0.300792603759119,0.300792603759119,0.676123403782813,0.497613351528119,0.316227766016838,0.511766315719159,0.402373908081478,0.601585207518238,0.669043382464133,0.483045891539648,0.577350269189626,21,21,4.61904761904762,5.66215482939018,0.313531353135314,"Interoceptive",4.52380952380952,6.1000579977897,0.211480362537764,"Hand_arm",4.61904761904762,7.41998580219941,0.149842271293375,"Interoceptive"
"signal","信号",3.7,0,1.35,1.95,0,4.45,0.7,3.8,3.45,2.2,1,0.656946685331786,0,0.489360484929593,0.6048053188293,0,0.51041778553404,0.470162345981627,0.767771895949914,0.6048053188293,0.523148363780597,0.561951486949016,20,20,4.45,5.2972974830014,0.388646288209607,"Visual",3.8,4.76112443423879,0.278026905829596,"Hand_arm",4.45,6.35436284383422,0.196902654867257,"Visual"
"belief","信念",1.42857142857143,0,0.571428571428571,4,0,2.57142857142857,0.214285714285714,1.07142857142857,4.5,2.92857142857143,1.92857142857143,0.513552591013095,0,0.513552591013095,0,0,0.513552591013095,0.42581531362632,0.267261241912424,0.518874521662771,0.267261241912424,0.267261241912424,14,14,4,4.38134242033994,0.466666666666667,"Interoceptive",4.5,4.99539420372318,0.402684563758389,"Head",4.5,5.93219818320803,0.234200743494424,"Head"
"information","信息",2.55555555555556,0,1.07407407407407,2.85185185185185,0,4.25925925925926,0.518518518518518,3.81481481481481,4.7037037037037,3.18518518518519,1.44444444444444,0.577350269189626,0,0.266880256341812,0.662379376752053,0,0.446576084704722,0.509175077217316,0.833760574239809,0.465321626968075,0.622466374565235,0.506369683541833,27,27,4.25925925925926,4.91029088349502,0.396551724137931,"Visual",4.7037037037037,5.79941572290139,0.306233062330623,"Head",4.7037037037037,6.79287641320696,0.192716236722307,"Head"
"practice","修炼",1.82352941176471,0.0588235294117647,2.35294117647059,4.23529411764706,0.764705882352941,3.35294117647059,2.35294117647059,3.29411764705882,4.41176470588235,1.58823529411765,3.35294117647059,0.528594139870924,0.242535625036333,0.492592183071889,0.437237316097603,0.437237316097603,0.492592183071889,0.492592183071889,0.587867532097256,0.507299656195892,0.618346942400842,0.492592183071889,17,17,4.23529411764706,5.10707393555389,0.33177570093458,"Interoceptive",4.41176470588235,5.60770353892615,0.188235294117647,"Head",4.41176470588235,6.76459023487382,0.157782515991471,"Head"
"reflection","倒影",0.777777777777778,0,0.925925925925926,1.55555555555556,0,5,1.03703703703704,2.40740740740741,4,0,1.11111111111111,0.423659272868162,0,0.729906523305233,0.697982440452113,0,0,0.436901809201096,0.50071174413254,0,0,0.423659272868162,27,27,5,5.06616588802538,0.605381165919282,"Visual",4,4.31674406592111,0.467532467532468,"Head",5,5.9483324175074,0.297356828193833,"Visual"
"pour_out","倾诉",3.9375,0,1.5625,4.1875,0,2.75,0.625,2.3125,3.375,5,2.4375,0.57373048260195,0,0.51234753829798,0.403112887414928,0,0.447213595499958,0.5,0.704154339142587,0.806225774829855,0,0.892094912738176,16,16,4.1875,5.41848568509341,0.336683417085427,"Interoceptive",5,5.75429932079428,0.318181818181818,"Mouth",5,7.04476618224437,0.190930787589499,"Mouth"
"hypothesis","假设",1.52631578947368,0,0.31578947368421,3.21052631578947,0,3.36842105263158,0,1.47368421052632,4.36842105263158,2.68421052631579,0.631578947368421,0.696692268479466,0,0.477566932940919,0.854981960070962,0,0.68398556805677,0,0.611775290321498,0.495594627783352,0.477566932940919,0.495594627783352,19,19,3.36842105263158,4.21526330906482,0.4,"Visual",4.36842105263158,4.73493100293917,0.477011494252873,"Head",4.36842105263158,5.65721320531821,0.248502994011976,"Head"
"nursery rhymes","儿歌",5,0,1.35294117647059,2.52941176470588,0.176470588235294,3.94117647058824,1.64705882352941,3.23529411764706,3.17647058823529,4.70588235294118,1.41176470588235,0,0,0.492592183071889,0.624264272846798,0.392952623996688,0.242535625036333,0.492592183071889,0.83137023677074,0.528594139870924,0.469668218313862,0.618346942400842,17,17,5,5.89524427667124,0.384615384615385,"Auditory",4.70588235294118,5.61900360192048,0.232365145228216,"Mouth",5,7.2576942039372,0.183982683982684,"Auditory"
"vitality","元气",0.9375,0.6875,1.75,4.125,0.375,3.0625,3.6875,2.8125,3.75,2.625,4.625,0.57373048260195,0.704154339142587,0.683130051063973,0.341565025531987,0.5,0.442530601578392,0.478713553878169,0.543905629069357,0.856348838577675,1.02469507659596,0.5,16,16,4.125,4.72477320258322,0.342857142857143,"Interoceptive",4.625,6.23290327496284,0.114285714285714,"Torso",4.625,7.03126131685421,0.149450549450549,"Torso"
"omen","兆头",1.73913043478261,0,0.826086956521739,3.1304347826087,0.0869565217391305,3.8695652173913,0.391304347826087,1.69565217391304,3.82608695652174,2.08695652173913,1.39130434782609,0.44897775854488,0,0.38755338788159,0.344350221575091,0.28810406552003,0.344350221575091,0.499010879347845,0.634950435338042,0.38755338788159,0.79275374362012,0.583027399541909,23,23,3.8695652173913,4.55396221788999,0.400900900900901,"Visual",3.82608695652174,4.17413948046907,0.365740740740741,"Head",3.8695652173913,5.50875238163391,0.203196347031963,"Visual"
"opportunity","先机",1.31578947368421,0,0.631578947368421,3.57894736842105,0,2.57894736842105,2.94736842105263,3.1578947368421,4.05263157894737,1.10526315789474,1.94736842105263,0.477566932940919,0,0.495594627783352,0.606976978666884,0,0.606976978666884,0.970319776071918,0.688247201611685,0.524265010438033,0.458831467741123,0.621260744197396,19,19,3.57894736842105,4.03151586986196,0.441558441558442,"Interoceptive",4.05263157894737,5.0966529177788,0.223107569721116,"Head",4.05263157894737,5.82763968211008,0.190123456790123,"Head"
