"Word","Word_Croatian","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","N_perceptual","N_action","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor"
"harvest","berba",0.714285714285714,1.05714285714286,2.74285714285714,1.17142857142857,1.74285714285714,2.71428571428571,1.14285714285714,3.51428571428571,1.11428571428571,0.771428571428571,2.17142857142857,0.518562978841731,1.18676171211602,0.657215925787898,0.663578280577191,1.52127765851133,0.82502864732539,1.19170804613667,0.88687914726232,0.582662679703555,0.689659518966309,0.857002789676092,35,35,2.74285714285714,3.66128796652117,0.2,"Haptic",3.51428571428571,3.84796038987486,0.314754098360656,"Hand_arm",3.51428571428571,4.73345155754868,0.148484848484848,"Hand_arm"
"infinity","beskonačnost",0.628571428571429,0,0.714285714285714,1,0,2.68571428571429,0.942857142857143,1.14285714285714,1.97142857142857,0.685714285714286,1.88571428571429,0.598316967231676,0,0.750350058362118,0.840168050416806,0,1.23124586762946,0.937545517102319,1.41718148497098,0.984757787052056,0.631125445320574,1.36707994024681,35,35,2.68571428571429,2.75826726094437,0.534090909090909,"Visual",1.97142857142857,2.57232890283818,0.193965517241379,"Head",2.68571428571429,3.36214598172602,0.230392156862745,"Visual"
"anger","bijes",1.02857142857143,0,2.65714285714286,3.62857142857143,0.0571428571428571,1.51428571428571,1.05714285714286,4.08571428571429,2.62857142857143,2.22857142857143,3.08571428571429,0.45281565433046,0,0.838165263181052,0.490240894309911,0.235504107976803,0.562108874289156,0.591252764841547,0.612200878769695,0.770244968126615,0.972737625156423,0.781078762746399,35,35,3.62857142857143,4.1427013134298,0.408360128617363,"Interoceptive",4.08571428571429,5.03962665150802,0.231441048034934,"Hand_arm",4.08571428571429,5.8391773809354,0.185955786736021,"Hand_arm"
"plant","biljka",0.114285714285714,0.142857142857143,1.88571428571429,0.228571428571429,2.51428571428571,4.08571428571429,0.2,0.371428571428571,0.514285714285714,0.4,0.371428571428571,0.322802851090676,0.429969707746757,0.718308002568969,0.426042961498036,1.06747168501995,0.28402864099869,0.405839724956714,0.645605702181351,0.658493314603991,0.497050121747708,0.645605702181351,35,35,4.08571428571429,4.49496169123493,0.442675159235669,"Visual",0.514285714285714,0.677158913746607,0.169230769230769,"Head",4.08571428571429,4.500078559859,0.366754617414248,"Visual"
"battle","bitka",1.37142857142857,0,0.857142857142857,0.8,0,2.25714285714286,0.971428571428571,4,2.2,1.2,2.8,0.770244968126615,0,0.692092187962453,0.677365137434578,0,1.01003369608488,0.706512323930408,0.485071250072666,0.759256602365297,0.933053179242275,0.719476934184502,35,35,2.25714285714286,2.47824292121417,0.427027027027027,"Visual",4,4.6298734914713,0.271099744245524,"Hand_arm",4,4.85539564772744,0.243055555555556,"Hand_arm"
"bottle","boca",0.2,0.114285714285714,2.37142857142857,0.514285714285714,0.142857142857143,2.94285714285714,0.371428571428571,2.68571428571429,1.4,4.25714285714286,1.2,0.405839724956714,0.529785115785224,1.30802307691718,0.817867692860655,0.692092187962453,1.23533413300535,0.546954901125812,1.05081001169206,1.11671788000793,0.505432670960188,0.472788971703768,35,35,2.94285714285714,3.39036822608256,0.45,"Visual",4.25714285714286,4.65775931934463,0.39193083573487,"Mouth",4.25714285714286,5.19273774764546,0.255731922398589,"Mouth"
"dagger","bodež",0.2,0,2.17142857142857,0.371428571428571,0.142857142857143,2.11428571428571,0.542857142857143,2.88571428571429,0.685714285714286,1.45714285714286,0.742857142857143,0.405839724956714,0,1.09774405796922,0.546954901125812,0.429969707746757,1.27812888449411,0.885931120110266,1.36707994024681,0.832127979814353,1.42132616496949,0.657215925787898,35,35,2.17142857142857,2.7031491993662,0.434285714285714,"Haptic",2.88571428571429,3.03718833010734,0.3710407239819,"Hand_arm",2.88571428571429,3.62839014296141,0.255050505050505,"Hand_arm"
"color","boja",0.0571428571428571,0,0.457142857142857,0.0571428571428571,0,4.88571428571429,0.2,1.14285714285714,0.742857142857143,0.285714285714286,0.714285714285714,0.235504107976803,0,0.560611910581388,0.235504107976803,0,0.322802851090676,0.405839724956714,0.91210348815759,0.816839574675653,0.458349248514106,0.710071602496726,35,35,4.88571428571429,4.88705319938117,0.895287958115183,"Visual",1.14285714285714,1.31970040881525,0.305555555555556,"Hand_arm",4.88571428571429,4.91892316368604,0.57190635451505,"Visual"
"color","bojati",0.914285714285714,0,1.51428571428571,1.65714285714286,0.0571428571428571,1.94285714285714,0.685714285714286,2.31428571428571,2.42857142857143,2.6,1.97142857142857,0.701738537341306,0,0.742469194109547,0.90563130866092,0.235504107976803,0.998317913022793,0.471008215953605,1.30093696034432,0.814779446364774,1.00586515293172,0.890661165047836,35,35,1.94285714285714,2.52618937284068,0.31924882629108,"Visual",2.6,3.73917908511469,0.191428571428571,"Mouth",2.6,4.08965060793201,0.161634103019538,"Mouth"
"box","boksati",0.171428571428571,0.0857142857142857,2.34285714285714,0.657142857142857,0,1.42857142857143,0.771428571428571,3.54285714285714,0.971428571428571,1.8,1.48571428571429,0.382385260431097,0.284028640998691,1.0555973258235,0.591252764841547,0,0.739065956051933,0.807527609643246,0.816839574675653,0.785370436602419,1.65919895626492,0.742469194109547,35,35,2.34285714285714,2.52323893818181,0.5,"Haptic",3.54285714285714,3.80195286048474,0.323333333333333,"Hand_arm",3.54285714285714,4.14123440211545,0.267241379310345,"Hand_arm"
"hospital","bolnica",0.828571428571429,0,1.71428571428571,1.8,0.314285714285714,2.48571428571429,0.371428571428571,0.8,1.11428571428571,2.02857142857143,2.68571428571429,0.568057281997381,0,0.62173517018803,1.0516094108276,0.529785115785224,0.612200878769695,0.490240894309911,0.759256602365297,0.676123403782813,1.33913304451961,1.07843646548326,35,35,2.48571428571429,2.99363297100314,0.348,"Visual",2.68571428571429,3.09568513501846,0.330612244897959,"Torso",2.68571428571429,3.83710715828012,0.18989898989899,"Torso"
"fight","borba",1.17142857142857,0.0857142857142857,2.17142857142857,2.94285714285714,0.0571428571428571,1.65714285714286,1,3.82857142857143,2,1.6,3.31428571428571,0.513678446324632,0.284028640998691,0.706512323930408,0.80230759624448,0.235504107976803,0.764770520862194,0.804399666539844,0.663578280577191,0.54232614454664,0.847140518936221,0.631125445320574,35,35,2.94285714285714,3.47281999721423,0.356890459363958,"Interoceptive",3.82857142857143,4.72697303960178,0.240875912408759,"Hand_arm",3.82857142857143,5.28366458493263,0.190201729106628,"Hand_arm"
"edging","bordura",0.0857142857142857,0.2,2.71428571428571,0.685714285714286,0.2,2.11428571428571,0.6,2.31428571428571,0.685714285714286,0.914285714285714,1.37142857142857,0.28402864099869,0.531368931324057,1.12645797215218,0.529785115785224,0.531368931324057,1.10537266996059,0.847140518936221,1.30093696034432,0.676123403782813,0.950895199626262,0.942016431907211,35,35,2.71428571428571,3.09987611615336,0.438095238095238,"Haptic",2.31428571428571,2.53431222024566,0.29126213592233,"Hand_arm",2.71428571428571,3.58472574469394,0.221153846153846,"Haptic"
"picking","branje",1.34285714285714,0.228571428571429,1.68571428571429,1.05714285714286,0.114285714285714,3.54285714285714,0.542857142857143,3.88571428571429,1.62857142857143,2.08571428571429,1.91428571428571,1.21129141446487,0.598316967231677,0.900046684130021,0.72529333387814,0.403763804821623,0.918530064282926,0.560611910581388,0.676123403782813,0.807527609643246,1.65158441880425,0.701738537341307,35,35,3.54285714285714,3.7533521047197,0.43010752688172,"Visual",3.88571428571429,4.29512766856908,0.332386363636364,"Hand_arm",3.88571428571429,5.0930953117286,0.20919175911252,"Hand_arm"
"brother","brat",1.02857142857143,0.0857142857142857,1.77142857142857,0.8,0.0571428571428571,2.2,0.514285714285714,2.57142857142857,0.771428571428571,1.91428571428571,1.02857142857143,0.617667066502673,0.284028640998691,0.645605702181351,0.632455532033676,0.235504107976803,0.867721831274625,0.612200878769695,1.24347034037606,0.689659518966309,1.40108001558941,0.890661165047837,35,35,2.2,2.61137391243079,0.360576923076923,"Visual",2.57142857142857,2.95109925702337,0.302521008403361,"Hand_arm",2.57142857142857,3.51716083736498,0.197309417040359,"Hand_arm"
"worry","brinuti",1.05714285714286,0.0285714285714286,2.25714285714286,3.05714285714286,0.2,1.65714285714286,0.6,3.14285714285714,2.37142857142857,2.25714285714286,2.82857142857143,0.416063989907176,0.169030850945703,0.505432670960188,0.639064442247054,0.405839724956714,0.591252764841547,0.497050121747708,1.03306674070764,0.645605702181351,1.19663393446335,0.8219673059805,35,35,3.05714285714286,3.57816086327963,0.366782006920415,"Interoceptive",3.14285714285714,4.28587766572922,0.227040816326531,"Hand_arm",3.14285714285714,4.99383559069562,0.160058737151248,"Hand_arm"
"whetstone","brus",0.314285714285714,0.2,1.05714285714286,0.428571428571429,0.0857142857142857,1.65714285714286,0.714285714285714,3.17142857142857,0.828571428571429,1.31428571428571,1.11428571428571,0.529785115785224,0.531368931324057,1.02735689264926,0.777844468262598,0.284028640998691,0.968408553272027,1.0166678146662,0.857002789676093,0.78537043660242,1.34539363519137,0.676123403782813,35,35,1.65714285714286,1.80190322872773,0.419847328244275,"Visual",3.17142857142857,3.31669322838033,0.344,"Hand_arm",3.17142857142857,3.48526183963821,0.283464566929134,"Hand_arm"
"speedometer","brzinomjer",0.942857142857143,0.0571428571428571,1.57142857142857,1.85714285714286,0.0571428571428571,2.94285714285714,1.74285714285714,3.71428571428571,1.77142857142857,1.14285714285714,2.54285714285714,0.539218232741632,0.235504107976803,0.777844468262597,0.772423883280537,0.235504107976803,0.968408553272027,0.885931120110267,0.710071602496726,0.598316967231676,1.11521185386078,0.816839574675653,35,35,2.94285714285714,3.32049117681216,0.388461538461539,"Visual",3.71428571428571,4.30940446765195,0.235602094240838,"Hand_arm",3.71428571428571,4.88595757190379,0.199376947040498,"Hand_arm"
"ladybug","bubamara",0.771428571428571,0.228571428571429,2.02857142857143,0.257142857142857,0.685714285714286,3.97142857142857,0.828571428571429,2.28571428571429,1,0.4,0.857142857142857,0.490240894309911,0.546954901125812,0.617667066502672,0.44343957363116,0.900046684130021,0.169030850945703,0.8219673059805,1.17752053988401,0.685994340570035,0.603908836127558,0.601119403958254,35,35,3.97142857142857,4.15624590880667,0.471223021582734,"Visual",2.28571428571429,2.42180750953887,0.351063829787234,"Hand_arm",3.97142857142857,4.4140193275888,0.281115879828326,"Visual"
"drum","bubnjati",3.94285714285714,0,1.71428571428571,1,0,1.25714285714286,0.828571428571429,3.82857142857143,1.25714285714286,2.02857142857143,1.77142857142857,0.235504107976803,0,0.893487172672945,0.594088525786005,0,0.852085922996072,0.890661165047836,0.857002789676092,0.852085922996072,1.38236188089367,0.972737625156423,35,35,3.94285714285714,4.10791332381665,0.498194945848375,"Auditory",3.82857142857143,4.1713302749626,0.308823529411765,"Hand_arm",3.94285714285714,5.21590263413405,0.223662884927066,"Auditory"
"well","bunar",0.428571428571429,0.0285714285714286,2.6,1.02857142857143,0.571428571428571,2.82857142857143,0.4,1.54285714285714,1,2.08571428571429,1.45714285714286,0.502096445253434,0.169030850945703,0.774596669241483,0.617667066502672,0.948240298587624,0.954423579836489,0.603908836127558,1.46212691858485,0.90748521297303,1.46270154109419,0.741336517333912,35,35,2.82857142857143,3.46385651779124,0.374045801526718,"Visual",2.08571428571429,2.56642294887764,0.259911894273128,"Mouth",2.82857142857143,3.88117621884801,0.20040899795501,"Visual"
"tube","cijev",0.171428571428571,0.342857142857143,2.25714285714286,1.05714285714286,0.2,1.97142857142857,0.371428571428571,2.25714285714286,0.657142857142857,0.6,1.37142857142857,0.382385260431097,0.72529333387814,1.12047408933627,0.838165263181051,0.405839724956714,1.2944613752835,0.87735277919413,1.57821300923577,0.481593991977935,1.00586515293172,0.87735277919413,35,35,2.25714285714286,2.73222571043055,0.347619047619048,"Haptic",2.25714285714286,2.44575845596081,0.358695652173913,"Hand_arm",2.25714285714286,3.27187917455212,0.185279187817259,"Haptic"
"shoe","cipela",0.2,1.11428571428571,3.85714285714286,0.2,0.8,2.2,1.6,2.4,0.428571428571429,0.8,0.828571428571429,0.405839724956714,1.25490633752738,0.429969707746757,0.472788971703768,1.0232589230148,0.833137231828481,1.51851320473059,1.55676890120683,0.502096445253434,0.964060042064747,0.568057281997381,35,35,3.85714285714286,4.1201933247692,0.436860068259386,"Haptic",2.4,2.67212084206653,0.325471698113208,"Hand_arm",3.85714285714286,4.46514521508269,0.253465346534653,"Haptic"
"kissing","cjelivanje",1.08571428571429,0.314285714285714,3.08571428571429,2.8,0.228571428571429,2.11428571428571,0.685714285714286,3.85714285714286,1.82857142857143,2.31428571428571,2.25714285714286,0.701738537341306,0.529785115785224,0.853071563490997,0.719476934184502,0.490240894309911,0.93215211367309,0.676123403782813,0.493657248494942,0.8219673059805,1.25490633752738,0.741336517333912,35,35,3.08571428571429,3.96016981731949,0.29673590504451,"Haptic",3.85714285714286,4.443169900701,0.289817232375979,"Hand_arm",3.85714285714286,5.31120347174204,0.176388888888889,"Hand_arm"
"church","crkva",1.45714285714286,0.0857142857142857,1.02857142857143,0.742857142857143,0.171428571428571,3.14285714285714,0.314285714285714,1.34285714285714,0.942857142857143,1.17142857142857,0.914285714285714,0.980481788619822,0.284028640998691,0.568057281997381,0.657215925787898,0.382385260431097,1.00419289050687,0.529785115785224,1.25891776918901,0.683539970123403,1.42427926635594,0.612200878769695,35,35,3.14285714285714,3.29092772131769,0.461206896551724,"Visual",1.34285714285714,1.78239077059692,0.219512195121951,"Hand_arm",3.14285714285714,3.45671673432334,0.27020202020202,"Visual"
"draw","crtati",0.514285714285714,0,1.37142857142857,0.8,0,3.91428571428571,0.514285714285714,3.97142857142857,2.51428571428571,1.62857142857143,1.6,0.612200878769695,0,0.770244968126615,0.719476934184501,0,0.373491363112091,0.50709255283711,0.568057281997381,0.658493314603991,1.45694511757659,0.650791373455968,35,35,3.91428571428571,3.98327761254484,0.593073593073593,"Visual",3.97142857142857,4.43247542369274,0.337988826815643,"Hand_arm",3.97142857142857,5.3166534989383,0.235993208828523,"Hand_arm"
"spyglass","dalekozor",0.485714285714286,0,0.628571428571429,0.428571428571428,0,3.17142857142857,1.42857142857143,1.8,1.14285714285714,0.714285714285714,1.17142857142857,0.562108874289155,0,0.770244968126615,0.55760592693039,0,1.07061593832474,1.55838744494796,1.323986849055,1.06115522906315,0.750350058362118,0.746982726224182,35,35,3.17142857142857,3.18599856317209,0.672727272727273,"Visual",1.8,2.3028371813226,0.17351598173516,"Hand_arm",3.17142857142857,3.5450459691725,0.2890625,"Visual"
"gift","dar",0.4,0.2,1.48571428571429,1.82857142857143,0.114285714285714,1.14285714285714,0.828571428571429,3.65714285714286,1.94285714285714,2.45714285714286,2.05714285714286,0.603908836127558,0.719476934184501,0.817867692860655,0.857002789676092,0.322802851090676,0.772423883280537,0.663578280577191,1.0555973258235,0.838165263181051,1.2912114043627,0.838165263181051,35,35,1.82857142857143,2.22127005314991,0.331491712707182,"Interoceptive",3.65714285714286,4.3152570486233,0.258485639686684,"Hand_arm",3.65714285714286,4.50314433087056,0.219858156028369,"Hand_arm"
"decapitation","dekapitacija",0.371428571428571,0.0571428571428571,1.14285714285714,1.8,0.0571428571428571,1.31428571428571,0.571428571428571,2.17142857142857,1.22857142857143,0.971428571428571,1.57142857142857,0.645605702181351,0.235504107976803,0.772423883280537,1.0516094108276,0.235504107976803,1.13166791458783,0.698136775985332,1.68881640219893,1.00251783864763,1.20014004785016,1.17036229397553,35,35,1.8,2.12874708183854,0.367469879518072,"Interoceptive",2.17142857142857,2.57514102212086,0.245614035087719,"Hand_arm",2.17142857142857,2.9897136095868,0.187817258883249,"Hand_arm"
"dolphin","delfin",3.05714285714286,0.0285714285714286,1.31428571428571,0.571428571428571,0.0285714285714286,3.74285714285714,0.457142857142857,2.68571428571429,1.48571428571429,1.48571428571429,2.17142857142857,0.764770520862194,0.169030850945703,0.529785115785224,0.55760592693039,0.169030850945703,0.610826688756704,0.610826688756704,1.13166791458783,0.817867692860655,1.19733597848647,1.04278231572231,35,35,3.74285714285714,4.3701649558018,0.42483660130719,"Visual",2.68571428571429,3.31001658585542,0.268965517241379,"Hand_arm",3.74285714285714,4.92869652916572,0.218120805369128,"Visual"
"sharing","dijeljenje",1.6,0.257142857142857,2.14285714285714,1.82857142857143,0.257142857142857,2.94285714285714,0.8,3.97142857142857,1.51428571428571,2.48571428571429,2.4,0.694516336148021,0.44343957363116,0.845154254728517,0.923093083245744,0.44343957363116,0.872550593269597,0.759256602365297,0.746982726224182,0.658493314603991,1.42191727589751,0.735646974158282,35,35,2.94285714285714,3.57185214023925,0.29746835443038,"Visual",3.97142857142857,4.57576040284003,0.283887468030691,"Hand_arm",3.97142857142857,5.20944425463707,0.183875530410184,"Hand_arm"
"child","dijete",1.05714285714286,0.114285714285714,2.17142857142857,2.08571428571429,0.0857142857142857,2.6,0.971428571428571,1.94285714285714,1.45714285714286,1.68571428571429,1.34285714285714,0.591252764841547,0.322802851090676,0.663578280577191,0.919444479705275,0.284028640998691,0.847140518936221,0.821967305980499,1.32715656115438,0.816839574675654,1.40945188702869,0.639064442247054,35,35,2.6,3.36407749779756,0.309859154929577,"Visual",1.94285714285714,2.6474527159616,0.131274131274131,"Hand_arm",2.6,3.84009564822897,0.162062615101289,"Visual"
"smoke","dim",0.2,0.0571428571428571,0.885714285714286,1.4,0.0571428571428571,1.05714285714286,0.685714285714286,2.25714285714286,1.42857142857143,1.88571428571429,1.74285714285714,0.405839724956714,0.235504107976803,0.866752850702944,0.976187060183953,0.235504107976803,1.25891776918901,0.795998395336417,1.37931903793262,0.916698497028211,1.52954104172439,0.816839574675654,35,35,1.4,1.66654527136544,0.3671875,"Interoceptive",2.25714285714286,2.99021974287279,0.196428571428571,"Hand_arm",2.25714285714286,3.15367543028545,0.188725490196078,"Hand_arm"
"bachelor","diplomac",1.28571428571429,0.114285714285714,1.11428571428571,1.2,0.114285714285714,2.11428571428571,0.571428571428571,3.05714285714286,1.82857142857143,1.57142857142857,2.08571428571429,0.750350058362118,0.322802851090676,0.758149006440282,0.83313723182848,0.322802851090676,0.93215211367309,0.777844468262598,1.02735689264926,0.890661165047837,1.37810001954341,0.950895199626262,35,35,2.11428571428571,2.44916934281819,0.336538461538462,"Visual",3.05714285714286,3.62986765377677,0.272727272727273,"Hand_arm",3.05714285714286,3.96888542044546,0.195445920303605,"Hand_arm"
"conduct","dirigirati",1.91428571428571,0.0285714285714286,1.42857142857143,1.28571428571429,0.0285714285714286,2.22857142857143,0.6,4.22857142857143,2.22857142857143,1.42857142857143,2.37142857142857,0.562108874289156,0.169030850945703,0.698136775985332,0.710071602496726,0.169030850945703,0.910258989832799,0.553066318754972,0.426042961498036,0.645605702181351,1.3992795264983,0.87735277919413,35,35,2.22857142857143,2.84896901918232,0.318181818181818,"Visual",4.22857142857143,4.68976449333978,0.334210526315789,"Hand_arm",4.22857142857143,5.01687870121486,0.236334405144695,"Hand_arm"
"lift","dizati",0.857142857142857,0.0571428571428571,3.45714285714286,2.05714285714286,0.0285714285714286,2,0.771428571428571,4.17142857142857,1.48571428571429,0.885714285714286,2.6,0.493657248494942,0.235504107976803,0.741336517333912,0.937545517102319,0.169030850945703,1.02899151085505,1.11370379116432,0.382385260431097,0.658493314603991,0.866752850702944,0.497050121747709,35,35,3.45714285714286,3.88538574417807,0.405405405405405,"Haptic",4.17142857142857,4.55641990027937,0.342939481268012,"Hand_arm",4.17142857142857,5.35139636929142,0.225505443234837,"Hand_arm"
"chisel","dlijeto",0.457142857142857,0.114285714285714,1.74285714285714,1.88571428571429,0.142857142857143,2.74285714285714,1.34285714285714,3.54285714285714,1.71428571428571,2.28571428571429,1.91428571428571,0.560611910581388,0.403763804821623,0.918530064282926,0.93215211367309,0.429969707746757,1.37931903793262,0.998317913022793,0.816839574675654,0.667366579370367,1.44652582928544,0.853071563490997,35,35,2.74285714285714,3.19891392929446,0.370967741935484,"Visual",3.54285714285714,4.13858798088114,0.203703703703704,"Hand_arm",3.54285714285714,4.69693495137811,0.191693290734824,"Hand_arm"
"welcome","dobrodošlica",1.88571428571429,0,1.8,1.25714285714286,0.371428571428571,2.97142857142857,0.742857142857143,3.6,2.2,3.08571428571429,2.4,0.676123403782813,0,0.797053396986086,0.657215925787898,0.490240894309911,0.857002789676092,0.505432670960188,0.945577943407535,0.900979858755096,1.01086534192038,0.694516336148021,35,35,2.97142857142857,3.44292133772134,0.358620689655172,"Visual",3.6,4.65576382821159,0.237529691211401,"Hand_arm",3.6,5.21379909496101,0.177215189873418,"Hand_arm"
"contact","dodir",0.314285714285714,0.0571428571428571,4.6,2.57142857142857,0.142857142857143,0.828571428571429,0.628571428571429,4.42857142857143,1.48571428571429,2.77142857142857,1.74285714285714,0.471008215953605,0.235504107976803,0.497050121747708,1.19522860933439,0.355035801248363,0.954423579836489,0.689659518966309,0.55760592693039,0.981338478856319,1.47699444990224,0.780002154705061,35,35,4.6,4.86212505748988,0.533557046979866,"Haptic",4.42857142857143,4.89045644109711,0.343669250645995,"Hand_arm",4.6,6.14379320768366,0.232116788321168,"Haptic"
