"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","N_perceptual","N_action","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor"
"acknowledge",3.05882352941176,0,0.941176470588235,2.35294117647059,0,3.88235294117647,0.272727272727273,3.13636363636364,4.36363636363636,3.95454545454545,1.22727272727273,0.555718930226211,0,0.242535625036333,0.606339062590832,0,0.332105582077536,0.455842305838552,0.774317182792103,0.581087203147976,0.898531750891034,0.528413454806726,19.5,19.5,3.88235294117647,4.65696883867431,0.379310344827586,"Visual",4.36363636363636,5.62156648294265,0.315789473684211,"Head",4.36363636363636,6.53160272790402,0.188170183327568,"Head"
"action",3.08695652173913,0,3.47826086956522,3.1304347826087,0.434782608695652,4.69565217391304,1.3,4.05,2.85,2.1,1.75,0.596432079365658,0,0.730477130336511,0.625543242171224,0.506869801869702,0.470471968896965,1.52522647153585,1.39453821823042,1.18210338847862,2.44734012434123,1.01954582251634,21.5,21.5,4.69565217391304,5.90395194679408,0.316715542521994,"Visual",4.05,4.73851890143293,0.228215767634855,"Hand_arm",4.69565217391304,6.78378926389463,0.174714875030332,"Visual"
"activate",2.17391304347826,0,1.60869565217391,3.34782608695652,0,3.78260869565217,2.4,4.75,3.9,1.55,2.65,0.576208131040061,0,0.499010879347845,0.486984753557674,0,0.42174116783665,0.882579950158088,0.444261658319319,0.552506251453083,0.68633274115326,0.670820393249937,21.5,21.5,3.78260869565217,4.73383046463618,0.346613545816733,"Visual",4.75,5.8737353547741,0.20983606557377,"Hand_arm",4.75,6.75864093963806,0.181553801412547,"Hand_arm"
"adjustment",1.15384615384615,0,2.69230769230769,3.38461538461538,0,3.53846153846154,2.04166666666667,4.75,3.58333333333333,1.16666666666667,2.04166666666667,0.375533808099405,0,0.630425171956115,0.506369683541833,0,0.660225291773525,0.858672720295521,0.442325868464691,0.717281502356772,0.701964118163034,0.550032937090187,18.5,18.5,3.53846153846154,4.70460325899804,0.328571428571429,"Visual",4.75,5.55905306388004,0.263803680981595,"Hand_arm",4.75,6.51020226783968,0.195051329297183,"Hand_arm"
"admire",1.63157894736842,0,0.894736842105263,3.63157894736842,0,4.26315789473684,0.1,1.66666666666667,4.43333333333333,2.26666666666667,2.13333333333333,0.495594627783352,0,0.315301767642306,0.495594627783352,0,0.561951486949016,0.305128576629365,0.844182254113956,0.504006932993731,1.01483252680985,0.730296743340221,24.5,24.5,4.26315789473684,5.07144167357369,0.409090909090909,"Visual",4.43333333333333,4.83629888030719,0.408805031446541,"Head",4.43333333333333,6.24499908304267,0.21089968285762,"Head"
"advantage",1,0,1.16666666666667,3.66666666666667,0,3,1.84210526315789,4,4.31578947368421,2.36842105263158,1.26315789473684,0,0,0.389249472080762,0.492365963917331,0,0.603022689155527,0.688247201611685,0.74535599249993,0.671038298207203,0.895080773250814,0.561951486949016,15.5,15.5,3.66666666666667,4.28874393851306,0.415094339622641,"Interoceptive",4.31578947368421,5.49517915663081,0.221374045801527,"Head",4.31578947368421,6.25581028603627,0.190771616905777,"Head"
"adventure",3.52631578947368,1.10526315789474,3.26315789473684,4.21052631578947,2.21052631578947,5,5,4.13333333333333,4.3,2.16666666666667,3.26666666666667,0.512989176042577,0.315301767642306,0.452413928358864,0.418853908291695,0.418853908291695,0,0,0.507416263404925,0.595963433268438,0.59209349991676,0.639683829949492,24.5,24.5,5,6.62210503999794,0.201634877384196,"Visual",5,6.84099345888159,0.15017667844523,"Foot_leg",5,8.48346189326377,0.102003308215402,"Foot_leg"
"adversity",1.88888888888889,0.666666666666667,2.38888888888889,4.38888888888889,0.611111111111111,3.44444444444444,3.03703703703704,2.88888888888889,4.40740740740741,1.55555555555556,3.92592592592593,0.582983088130138,0.485071250072666,0.607684988914186,0.50163132570455,0.50163132570455,0.511309992564913,0.807726223680804,0.577350269189626,0.693888666488711,0.577350269189626,0.780824314226068,22.5,22.5,4.38888888888889,5.2692732634326,0.282157676348548,"Interoceptive",4.40740740740741,5.86757105118908,0.180327868852459,"Head",4.40740740740741,7.03596231150534,0.12999365884591,"Head"
"advertising",3.375,0,1,1.75,0.0625,5,0.625,2.79166666666667,4.125,2.29166666666667,0.833333333333333,0.5,0,0,0.447213595499958,0.25,0,0.575779245136914,0.588229965875272,0.448427203146441,0.750603621828092,0.38069349381344,20,20,5,5.53751736733764,0.446927374301676,"Visual",4.125,4.71475832933446,0.328125,"Head",5,6.49985867394437,0.228789323164919,"Visual"
"affection",2.53333333333333,0.266666666666667,4.6,4.46666666666667,1.26666666666667,3.46666666666667,1,5,3.45454545454545,4.09090909090909,4,0.516397779494322,0.457737708217063,0.50709255283711,0.516397779494322,0.457737708217063,0.516397779494322,0,0,0.509647191437625,0.426401432711221,0.617213399848368,18.5,18.5,4.6,6.26940929193676,0.261044176706827,"Haptic",5,6.69202070055654,0.227979274611399,"Hand_arm",5,8.17386049243027,0.138622648207313,"Hand_arm"
"affliction",1.38461538461538,0.153846153846154,1.84615384615385,4.15384615384615,0.307692307692308,2.61538461538462,0.655172413793103,1.62068965517241,4.27586206896552,2.27586206896552,3.55172413793103,0.506369683541833,0.375533808099405,0.688737231721195,0.375533808099405,0.480384461415261,0.506369683541833,0.483725281314974,0.676851592904777,0.454858826147342,0.797162455397623,0.736119501971158,21,21,4.15384615384615,4.61891467827116,0.382352941176471,"Interoceptive",4.27586206896552,5.18389734667021,0.292479108635097,"Head",4.27586206896552,6.1958300202827,0.18046684473348,"Head"
"afterlife",0.411764705882353,0,0.0588235294117647,2.35294117647059,0,1.64705882352941,0.142857142857143,0.142857142857143,3.6,0.628571428571429,1.17142857142857,0.618346942400842,0,0.242535625036333,1.11474080342631,0,0.606339062590832,0.429969707746757,0.355035801248363,0.774596669241483,0.731063459292423,0.954423579836489,26,26,2.35294117647059,2.5994489960243,0.526315789473684,"Interoceptive",3.6,3.6472592833638,0.608040201005025,"Head",3.6,4.0429230807171,0.354459705444316,"Head"
"afterwards",0.384615384615385,0,0.153846153846154,2.84615384615385,0,1.53846153846154,1.96551724137931,1.10344827586207,3.41379310344828,0.172413793103448,1.31034482758621,0.506369683541833,0,0.375533808099405,0.554700196225229,0,0.660225291773525,1.37536381214701,0.81699919506023,0.627764820574344,0.384425872219245,0.849514494783515,21,21,2.84615384615385,2.99098763620005,0.578125,"Interoceptive",3.41379310344828,3.70785127991681,0.406926406926407,"Head",3.41379310344828,4.26778765391647,0.264869314673801,"Head"
"age",1.73333333333333,0,1.73333333333333,3.46666666666667,0.333333333333333,3.86666666666667,2.04545454545455,2,3.95454545454545,1.09090909090909,2.40909090909091,0.703731550548997,0,0.457737708217063,0.639940473422184,0.487950036474267,0.516397779494322,1.1329385612423,0.87287156094397,0.575472702366351,1.01929438287525,0.854070974472983,18.5,18.5,3.86666666666667,4.79033118842195,0.347305389221557,"Visual",3.95454545454545,4.54168323549039,0.24901185770751,"Head",3.95454545454545,5.88297131592719,0.174722185031463,"Head"
"aggression",4,0.666666666666667,2.86666666666667,3.86666666666667,1.33333333333333,4.53333333333333,2.7741935483871,5,2.74193548387097,4.32258064516129,2.70967741935484,0,0.487950036474267,0.351865775274498,0.516397779494322,0.487950036474267,0.516397779494322,0.804556914057041,0,0.893224194906067,0.475190963311491,0.782881361258813,23,23,4.53333333333333,6.22480778788597,0.223938223938224,"Visual",5,6.44431001620435,0.130514705882353,"Hand_arm",5,7.98343915205752,0.124467230835753,"Hand_arm"
"agility",1.89473684210526,0,3,3.78947368421053,0,4.68421052631579,5,3.75862068965517,2.41379310344828,0.931034482758621,3.44827586206897,0.315301767642306,0,0.333333333333333,0.418853908291695,0,0.477566932940919,0,0.435494170355693,0.627764820574345,0.257880714777564,0.572351471472339,24,24,4.68421052631579,5.75896082456393,0.350393700787402,"Visual",5,6.16199215201329,0.261640798226164,"Foot_leg",5,7.5183038096757,0.172889865076875,"Foot_leg"
"agony",3,0.5,3.71428571428571,5,0.5,3.5,2.28571428571429,2.76190476190476,4.76190476190476,4.04761904761905,4.66666666666667,0.784464540552736,0.518874521662771,0.726273039202563,0,0.518874521662771,0.518874521662771,0.783763812819726,0.768424485864545,0.436435780471985,0.497613351528119,0.483045891539648,17.5,17.5,5,6.26894079216694,0.277533039647577,"Interoceptive",4.76190476190476,6.76011971786887,0.133676092544987,"Head",5,8.21944212374002,0.129540781357094,"Interoceptive"
"agreement",3.78260869565217,0,1.43478260869565,3.47826086956522,0,3.69565217391304,0.5,3.8,3.8,4.75,1.6,0.59973643750101,0,0.506869801869702,0.510753918455249,0,0.470471968896965,0.512989176042577,0.695852373938459,0.833508753466491,0.444261658319319,0.502624689950035,21.5,21.5,3.78260869565217,5.30893686193377,0.305263157894737,"Auditory",4.75,6.04719151116307,0.294117647058824,"Mouth",4.75,7.18401969552632,0.176966064631084,"Mouth"
"ailment",1.13333333333333,0.266666666666667,1.93333333333333,4.6,0.733333333333333,2.8,0.75,1.33333333333333,3.97222222222222,2.13888888888889,3.41666666666667,0.351865775274498,0.457737708217063,0.457737708217063,0.50709255283711,0.457737708217063,0.560611910581388,0.603560862122217,0.58554004376912,0.65404722901162,1.01848003775312,0.874234358902528,25.5,25.5,4.6,5.04471109069101,0.377906976744186,"Interoceptive",3.97222222222222,4.86488957929964,0.277511961722488,"Head",4.6,6.24471217238403,0.187770823302841,"Interoceptive"
"air",2.36363636363636,0,3.90909090909091,3.81818181818182,1.81818181818182,2.63636363636364,1.95652173913043,2.82608695652174,3.73913043478261,4.8695652173913,4.56521739130435,0.504524979109513,0,0.301511344577764,0.404519917477945,0.750757193529548,0.924416277737175,0.767419576453527,0.716822148161496,0.688700443150182,0.344350221575091,0.506869801869702,17,17,3.90909090909091,5.34775450496134,0.26875,"Haptic",4.8695652173913,6.64149694371223,0.162227602905569,"Mouth",4.8695652173913,7.63969665917381,0.149823665328955,"Mouth"
"aircraft",4.2,0,1.66666666666667,2.86666666666667,1.4,5,1.58064516129032,2.32258064516129,3.70967741935484,0.67741935483871,1.87096774193548,0.414039335605413,0,0.487950036474267,0.516397779494322,0.632455532033676,0,1.11875506846933,0.599282725386137,0.528743692608355,0.475190963311491,0.805892279148645,23,23,5,6.12709668502056,0.330396475770925,"Visual",3.70967741935484,4.20569425261322,0.298412698412698,"Head",5,6.72696497605169,0.197670464206768,"Visual"
"album",4.0625,0,3.1875,1.5625,0.625,4.875,0.541666666666667,4.33333333333333,3.125,0.916666666666667,0.208333333333333,0.57373048260195,0,0.403112887414928,0.51234753829798,0.5,0.341565025531987,0.721060008759246,0.481543412343077,0.612372435695794,0.583592075121765,0.414851116999053,20,20,4.875,6.03084923554318,0.34061135371179,"Visual",4.33333333333333,4.83210783601686,0.452054794520548,"Hand_arm",4.875,6.92557232700659,0.208,"Visual"
"alcoholic",2.08333333333333,3.33333333333333,2.25,3.83333333333333,4,4.16666666666667,1.21052631578947,3.89473684210526,3.94736842105263,5,2.31578947368421,0.514928650544437,0.65133894727893,0.452267016866645,0.717740562565273,0,0.389249472080762,0.535303379031311,0.7374684055082,0.621260744197395,0,0.582392725357819,15.5,15.5,4.16666666666667,6.30075219098172,0.10593220338983,"Visual",5,6.38069641151007,0.231511254019293,"Mouth",5,7.98912948774363,0.105160662122687,"Mouth"
"alert",2.73684210526316,0,1.52631578947368,4.47368421052632,0.31578947368421,3.57894736842105,1.86206896551724,2.51724137931034,4.48275862068965,1.51724137931034,2.82758620689655,0.452413928358864,0,0.512989176042577,0.512989176042577,0.477566932940919,0.507257273501788,0.990098766034209,0.98636017962045,0.508547627715608,0.870988340711385,0.601721667814315,24,24,4.47368421052632,5.4227768682508,0.354166666666667,"Interoceptive",4.48275862068965,5.17498365273804,0.224543080939948,"Head",4.48275862068965,6.67981866304947,0.173491606377748,"Head"
"allergy",1.78571428571429,0.642857142857143,2.35714285714286,4.85714285714286,2.5,3.14285714285714,0.2,1.76,4.36,4.4,1.84,0.42581531362632,0.497245158098847,0.497245158098847,0.363136519601281,1.50639661750509,0.363136519601282,0.408248290463863,0.723417813807024,0.637704215656966,0.577350269189626,0.687992248018343,19.5,19.5,4.85714285714286,5.64949889770133,0.275700934579439,"Interoceptive",4.4,5.64365472426127,0.334394904458599,"Mouth",4.85714285714286,7.11424288921942,0.167248101785348,"Interoceptive"
"alley",2.15384615384615,0,1.61538461538462,1.38461538461538,3.15384615384615,4.69230769230769,4.11111111111111,2.51851851851852,2.44444444444444,0.259259259259259,1.25925925925926,0.375533808099405,0,0.506369683541833,0.650443635587991,0.375533808099405,0.480384461415261,0.423659272868162,0.700020349724556,0.577350269189626,0.446576084704722,0.52569313896348,20,20,4.69230769230769,5.33148694019282,0.36094674556213,"Visual",4.11111111111111,4.67352307496824,0.363636363636364,"Foot_leg",4.69230769230769,6.32990268669392,0.198889023064847,"Visual"
"alliance",2.10526315789474,0,1.10526315789474,3.26315789473684,0,3.73684210526316,1.62068965517241,4.27586206896552,3.89655172413793,4,2.31034482758621,0.458831467741123,0,0.315301767642306,0.561951486949016,0,0.452413928358864,0.820008410385801,0.648985566873295,0.772048646977956,0.963624111659432,0.806378512498144,24,24,3.73684210526316,4.60429625243028,0.365979381443299,"Visual",4.27586206896552,6.01778277340892,0.164882226980728,"Hand_arm",4.27586206896552,6.80794355821422,0.162493965101041,"Hand_arm"
"alloy",1.25,0,3,0.416666666666667,0.166666666666667,4,0.210526315789474,4,1.63157894736842,0.0526315789473684,0.263157894736842,0.452267016866645,0,0,0.514928650544437,0.389249472080761,0,0.418853908291696,0,0.683985568056769,0.229415733870562,0.452413928358864,15.5,15.5,4,4.53114351418112,0.452830188679245,"Visual",4,4.08906555693188,0.641025641025641,"Hand_arm",4,5.44463617191195,0.266822703335284,"Hand_arm"
"amazement",2.85714285714286,0,1.35714285714286,4.21428571428571,0.214285714285714,4.71428571428571,1.13333333333333,2.46666666666667,5,3.96666666666667,3.16666666666667,0.363136519601281,0,0.497245158098847,0.42581531362632,0.42581531362632,0.468807230938496,0.34574590364176,0.571346463723366,0,0.319841914974746,0.746639983102845,22,22,4.71428571428571,5.90070143413099,0.352941176470588,"Visual",5,6.17653221595896,0.245762711864407,"Head",5,7.61214692704419,0.171877557701752,"Head"
"ambition",1.66666666666667,0.0666666666666667,1.33333333333333,4.13333333333333,0,3.06666666666667,3.77272727272727,3.95454545454545,4.81818181818182,2.18181818181818,2.63636363636364,0.487950036474267,0.258198889747161,0.487950036474267,0.351865775274498,0,0.457737708217063,0.528413454806725,0.575472702366352,0.394771016975861,0.501081082343218,0.789542033951723,18.5,18.5,4.13333333333333,4.7394045834182,0.402597402597403,"Interoceptive",4.81818181818182,6.35047527309086,0.151832460732984,"Head",4.81818181818182,7.13062004156735,0.17438034656723,"Head"
"ambulance",5,0,1.31578947368421,2.47368421052632,1,4.73684210526316,2.16,2.12,3.4,1.4,1.56,0,0,0.477566932940919,0.512989176042577,0,0.452413928358864,1.57268348161139,1.05356537528527,0.707106781186548,1.44337567297406,0.768114574786861,22,22,5,6.2970717753459,0.344202898550725,"Auditory",3.4,4.02998795219159,0.18796992481203,"Head",5,6.80516287786528,0.198678266688974,"Auditory"
"amphibian",2.46666666666667,0,2.86666666666667,0.666666666666667,1.33333333333333,4.6,3.31578947368421,2.36842105263158,1.36842105263158,0.210526315789474,0.105263157894737,0.639940473422184,0,0.639940473422184,0.487950036474267,0.487950036474267,0.50709255283711,0.88522637273985,0.955133865881838,0.597264720370148,0.418853908291696,0.315301767642306,17,17,4.6,5.17473683888316,0.385474860335196,"Visual",3.31578947368421,3.74000296357061,0.435714285714286,"Foot_leg",4.6,5.75778243943326,0.238320305399018,"Visual"
"analyze",1.68421052631579,0,0.842105263157895,2.94736842105263,0,4,0.166666666666667,3.23333333333333,5,1.93333333333333,0.766666666666667,0.477566932940919,0,0.374634324632678,0.404651319111256,0,0,0.379049021789452,0.727932041794606,0,0.365148371670111,0.430183067152076,24.5,24.5,4,4.5625548150968,0.422222222222222,"Visual",5,5.50120451121329,0.435435435435435,"Head",5,6.39445002293209,0.243028907649015,"Head"
"angel",2.21739130434783,0,1,1.95652173913043,0.304347826086957,4.8695652173913,0.05,1.6,3.65,1.9,1.75,0.518434859512082,0,0,0.877924249660694,0.470471968896965,0.344350221575091,0.223606797749979,0.753937034925052,0.5871429486124,0.911909506128992,0.966545666958261,21.5,21.5,4.8695652173913,5.1285418244112,0.470588235294118,"Visual",3.65,4.01952175774937,0.402234636871508,"Head",4.8695652173913,5.84639981798029,0.252337501408133,"Visual"
"anger",3.57142857142857,1.14285714285714,3.07142857142857,5,1,4,2.57692307692308,4.65384615384615,3.92307692307692,4.53846153846154,3.61538461538462,0.513552591013095,0.363136519601282,0.474631146549323,0,0.392232270276368,0.392232270276368,0.57779421409889,0.485164524037584,0.627571632442189,0.508391127441794,0.571098805946787,20,20,5,6.43140087088149,0.224899598393574,"Interoceptive",4.65384615384615,6.83293556254927,0.107569721115538,"Hand_arm",5,8.36365860630084,0.107835876166494,"Interoceptive"
"animal",4.06666666666667,1,3.8,2.2,3.4,5,3.05555555555556,4.52777777777778,3.83333333333333,2.13888888888889,1.69444444444444,0.258198889747161,0.377964473009227,0.414039335605413,0.414039335605413,0.50709255283711,0,0.673771663079009,0.506309397848002,0.69693205243717,0.99002966125199,0.524782645860956,25.5,25.5,5,6.67999998229312,0.205479452054795,"Visual",4.52777777777778,5.7722982254383,0.185792349726776,"Hand_arm",5,7.88591893114565,0.115218434949592,"Visual"
"ankle",1,0,4,3,0,4.36842105263158,5,2.6,0.04,0,0.24,0,0,0,0,0,0.495594627783352,0,0.577350269189626,0.2,0,0.435889894354067,22,22,4.36842105263158,5.59730979075628,0.353191489361702,"Visual",5,5.22431766003194,0.634517766497462,"Foot_leg",5,6.8252872965978,0.246932834269079,"Foot_leg"
"annoy",3.63157894736842,0.31578947368421,1.52631578947368,4.31578947368421,0.31578947368421,2.89473684210526,1,3.04,4.4,4.04,2,0.495594627783352,0.477566932940919,0.512989176042577,0.477566932940919,0.477566932940919,0.458831467741123,0.288675134594813,0.734846922834953,0.5,0.840634680861233,0.288675134594813,22,22,4.31578947368421,5.38500473589464,0.307692307692308,"Interoceptive",4.4,5.73086496713502,0.234806629834254,"Head",4.4,7.00933164719696,0.148624837202176,"Head"
"annoyance",3.30769230769231,0.0769230769230769,1.15384615384615,4.30769230769231,0.153846153846154,2.30769230769231,1.25925925925926,3.18518518518519,4.40740740740741,3.92592592592593,2.14814814814815,0.480384461415261,0.277350098112615,0.375533808099405,0.480384461415261,0.375533808099405,0.480384461415261,0.712125345092075,0.878680699731007,0.572394381205238,0.729906523305233,0.533760512683624,20,20,4.30769230769231,5.06518798366953,0.374149659863946,"Interoceptive",4.40740740740741,5.75241877113645,0.210918114143921,"Head",4.40740740740741,6.84205843058436,0.165073848827107,"Head"
"answer",1.4375,0.0625,1.8125,1.9375,0.125,4.6875,0.583333333333333,3.79166666666667,3.54166666666667,2.875,2.04166666666667,1.36473440639562,0.25,1.83371208208922,1.28937969582276,0.5,1.25,0.503610155185335,1.2150922908826,0.977092700273386,2.38313823058734,1.08263634211833,20,20,4.6875,4.92139776593931,0.459627329192547,"Visual",3.79166666666667,5.08403309367082,0.25,"Hand_arm",4.6875,6.30469139372055,0.202001819836215,"Visual"
"appearance",0.272727272727273,0,1.36363636363636,1.09090909090909,0,5,0.869565217391304,4.04347826086957,4.65217391304348,1.8695652173913,2.43478260869565,0.467099366496914,0,0.504524979109513,0.539359889970594,0,0,0.45769658728016,0.638055345958271,0.486984753557674,0.757048564917911,0.66237087637185,17,17,5,5.05087061327005,0.647058823529412,"Visual",4.65217391304348,5.73293121628304,0.272727272727273,"Head",5,6.82043758027531,0.231515373352855,"Visual"
"applaud",5,0,2.92857142857143,1.92857142857143,0,4.28571428571429,0.04,5,0.84,1.84,1.48,0,0,0.267261241912424,0.267261241912424,0,0.468807230938496,0.2,0,0.687992248018343,1.21380943040221,0.714142842854285,19.5,19.5,5,6.1798102236922,0.353535353535354,"Auditory",5,5.13073917762291,0.539130434782609,"Hand_arm",5,7.18597677294265,0.214198286413709,"Auditory"
"applause",5,0,1.57894736842105,2.36842105263158,0,4.05263157894737,0.08,5,1.52,1.96,1.68,0,0,0.606976978666884,0.597264720370148,0,0.229415733870562,0.276887462097269,0,0.77028133388609,1.42828568570857,0.627162924074226,22,22,5,5.93240430054388,0.384615384615385,"Auditory",5,5.20216241424725,0.48046875,"Hand_arm",5,7.04437852309834,0.215146299483649,"Auditory"
"apple",2,4.13333333333333,4,1.33333333333333,3.06666666666667,5,0,4.37037037037037,2,4.92592592592593,0.222222222222222,0.654653670707977,0.351865775274498,0,0.617213399848368,0.258198889747161,0,0,0.492102877623411,0.620173672946042,0.266880256341812,0.423659272868162,21,21,5,6.68558846623744,0.187713310580205,"Visual",4.92592592592593,5.95345457691055,0.427652733118971,"Mouth",5,7.98872557887468,0.161020992366412,"Visual"
"appliance",2.46153846153846,0,3.61538461538462,1,0.615384615384615,4.92307692307692,0.583333333333333,5,1.29166666666667,0.0416666666666667,0.25,0.518874521662771,0,0.506369683541833,0,0.506369683541833,0.277350098112615,0.653862548158295,0,0.550032937090187,0.204124145231932,0.442325868464691,18.5,18.5,4.92307692307692,5.67455275799723,0.390243902439024,"Visual",5,5.03139200213992,0.691860465116279,"Hand_arm",5,6.7685756441101,0.252754374594945,"Hand_arm"
"appreciate",2.08333333333333,0.833333333333333,1.25,4.08333333333333,0.75,3.41666666666667,0.473684210526316,1.84210526315789,4.42105263157895,3.47368421052632,2.31578947368421,0.288675134594813,0.937436866561092,0.452267016866645,0.514928650544437,0.452267016866645,0.514928650544437,0.512989176042577,0.764719112901873,0.507257273501788,0.84119102419206,0.820069887194403,15.5,15.5,4.08333333333333,4.93194043694956,0.268456375838926,"Interoceptive",4.42105263157895,5.27887930809176,0.315126050420168,"Head",4.42105263157895,6.43983087331391,0.158255670828205,"Head"
