"Word","Word_Chinese","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","N_perceptual","N_action","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor"
"talk","交谈",2.88,0,0.72,1.04,0,1.96,0.76,3.04,2.48,3.96,1.8,0.781024967590666,0,0.613731754650732,0.789514618821801,0,0.840634680861233,0.435889894354067,0.840634680861233,0.822597511950204,0.675771164423776,0.408248290463863,25,25,2.88,3.20479489505151,0.436363636363636,"Auditory",3.96,4.8162293242971,0.26578073089701,"Mouth",3.96,5.24915285499679,0.21244635193133,"Mouth"
"Peking Opera","京剧",4.04,0,0.72,1.04,0.04,4.04,1.4,4.08,2.6,2.96,2.52,0.2,0,0.458257569495584,0.611010092660779,0.2,0.351188458428425,0.816496580927726,0.90921211313239,0.816496580927726,0.978093383408081,0.77028133388609,25,25,4.04,5.10928341175716,0.408906882591093,"Visual",4.08,5.0680646496318,0.1976401179941,"Hand_arm",4.08,6.41143268996417,0.174061433447099,"Hand_arm"
"bright light","亮光",0,0,0.294117647058823,0.235294117647059,0,4.76470588235294,0.705882352941176,1.94117647058824,2.29411764705882,0.294117647058823,1.47058823529412,0,0,0.469668218313862,0.437237316097603,0,0.437237316097603,0.587867532097256,1.34492510178514,0.919558717697852,0.469668218313862,1.00732610526728,17,17,4.76470588235294,4.76527065039495,0.9,"Visual",2.29411764705882,2.84164213821487,0.298245614035088,"Head",4.76470588235294,5.08075400561259,0.397058823529412,"Visual"
"moral quality","人品",0.0588235294117647,0,0.588235294117647,1.23529411764706,0,0.470588235294118,1,3,2.47058823529412,1.35294117647059,2.11764705882353,0.242535625036333,0,0.618346942400842,0.562295714538387,0,0.717430053979439,0.612372435695794,0.707106781186548,0.799816155346303,0.861769724940212,0.696630546019236,17,17,1.23529411764706,1.29920216524679,0.525,"Interoceptive",3,3.80417179928755,0.201183431952663,"Hand_arm",3,3.8540268943255,0.244019138755981,"Hand_arm"
"life","人生",1.35714285714286,0,1.5,2.64285714285714,0,2.5,1.28571428571429,2.85714285714286,2.42857142857143,1.07142857142857,3,0.497245158098847,0,0.518874521662771,0.928782731664065,0,0.94053994312596,0.468807230938495,0.949262293098647,0.755928946018455,0.828741930164745,0.877058019307029,14,14,2.64285714285714,3.41878824852272,0.330357142857143,"Interoceptive",3,4.08170614238431,0.181208053691275,"Torso",3,4.76164065995598,0.160919540229885,"Torso"
"introduction","介绍",0.19047619047619,0,0.476190476190476,0.428571428571429,0,1.28571428571429,0.619047619047619,2.80952380952381,2.19047619047619,1.52380952380952,1.80952380952381,0.402373908081478,0,0.511766315719159,0.676123403782813,0,0.462910049886276,0.497613351528119,0.928388260322567,0.749603069567329,1.07791686224159,0.87287156094397,21,21,1.28571428571429,1.32362563713444,0.54,"Visual",2.80952380952381,3.48668813115194,0.24468085106383,"Hand_arm",2.80952380952381,3.54914663494149,0.247899159663866,"Hand_arm"
"another day","他日",0.421052631578947,0,0.421052631578947,1.05263157894737,0,1.63157894736842,1.42105263157895,2.42105263157895,1.89473684210526,0.736842105263158,2.10526315789474,0.507257273501788,0,0.606976978666884,0.848114523878724,0,0.597264720370148,0.901590537370498,0.96123701977563,0.7374684055082,0.65337629647495,0.65783625471062,19,19,1.63157894736842,1.78202145790079,0.462686567164179,"Visual",2.42105263157895,3.22665472191417,0.196319018404908,"Hand_arm",2.42105263157895,3.39851898408888,0.2,"Hand_arm"
"fairy","仙人",0.105263157894737,0,0.631578947368421,0.526315789473684,0,1.84210526315789,0.736842105263158,1.89473684210526,2.42105263157895,0.68421052631579,1.42105263157895,0.315301767642306,0,0.760885910252682,0.611775290321498,0,0.958190302064658,0.733492805626908,1.19697474409935,0.507257273501788,0.749268649265355,0.768533196975772,19,19,1.84210526315789,1.88048380282038,0.593220338983051,"Visual",2.42105263157895,2.90767587561888,0.242647058823529,"Head",2.42105263157895,3.1492306366042,0.235897435897436,"Head"
"wonderland","仙境",1.68421052631579,0.105263157894737,1.52631578947368,1.36842105263158,0.368421052631579,4,1.10526315789474,2.10526315789474,2.52631578947368,0.526315789473684,2.05263157894737,0.749268649265355,0.315301767642306,0.512989176042577,0.495594627783352,0.495594627783352,0,0.809302638222512,1.14962490704603,0.904827856717728,0.611775290321498,0.621260744197395,19,19,4,4.21616568914065,0.430232558139535,"Visual",2.52631578947368,3.28961459045535,0.240506329113924,"Head",4,4.79932803928816,0.224242424242424,"Visual"
"afterwards","以后",0.88235294117647,0,0.647058823529412,1.64705882352941,0,2.17647058823529,1.47058823529412,2.94117647058824,1.88235294117647,0.764705882352941,2.11764705882353,0.696630546019236,0,0.785905247993376,0.785905247993376,0,0.808957208204416,0.874474632195206,1.19742370504837,0.600245047998781,0.562295714538387,0.600245047998781,17,17,2.17647058823529,2.50590638224807,0.406593406593407,"Visual",2.94117647058824,3.56310862971603,0.237179487179487,"Hand_arm",2.94117647058824,3.93590163519194,0.202429149797571,"Hand_arm"
"look forward to","企盼",1.08333333333333,0,1.20833333333333,2.70833333333333,0,2.08333333333333,1.375,3.125,2.375,1.08333333333333,2.75,0.408248290463863,0,0.588229965875272,0.550032937090187,0,0.717281502356772,0.646898957233327,0.797414299606792,0.646898957233327,0.583592075121765,0.675663924692176,24,24,2.70833333333333,3.1729398192465,0.382352941176471,"Interoceptive",3.125,4.09326594175416,0.190661478599222,"Hand_arm",3.125,4.6497079244125,0.175644028103044,"Hand_arm"
"legend","传奇",1.25,0,0.55,0.55,0,3.05,0.85,1.8,1.8,0.45,1.3,0.638666373658505,0,0.6048053188293,0.51041778553404,0,1.09904264559757,0.745159820370595,1.23969435961577,0.894427190999916,0.51041778553404,0.864504725870618,20,20,3.05,3.12980274830676,0.564814814814815,"Visual",1.8,2.44220764544523,0.217741935483871,"Head",3.05,3.56280504210588,0.262931034482759,"Visual"
"accompaniment","伴奏",4,0,0.352941176470588,0.764705882352941,0,1,1.05882352941176,2.82352941176471,1.17647058823529,1,1.64705882352941,0,0,0.492592183071889,0.752446988556825,0,0.707106781186548,1.08803654782905,0.808957208204416,0.63593377383646,1.2747548783982,0.996316746232607,17,17,4,4.03082734871224,0.653846153846154,"Auditory",2.82352941176471,3.1343935819065,0.236641221374046,"Hand_arm",4,4.58337976240835,0.28936170212766,"Auditory"
"position","位置",0.571428571428571,0,2.42857142857143,1.80952380952381,0,3.42857142857143,1.19047619047619,2.33333333333333,2.0952380952381,0.666666666666667,2.42857142857143,0.50709255283711,0,0.597614304667197,0.679635756787974,0,0.746420027292179,0.749603069567329,1.23827837473378,0.889087279447969,0.795822425754222,1.02817452659695,21,21,3.42857142857143,3.93086344309028,0.416184971098266,"Visual",2.42857142857143,3.36812602093449,0.202185792349727,"Torso",3.42857142857143,4.62524578404462,0.202247191011236,"Visual"
"decency","体统",0,0,1.19047619047619,1.95238095238095,0,0.80952380952381,1.47619047619048,3.33333333333333,2,1.14285714285714,2.85714285714286,0,0,0.928388260322567,0.864649667564296,0,0.679635756787974,0.679635756787974,0.795822425754222,0.547722557505166,0.792824967172092,0.72702917999997,21,21,1.95238095238095,2.12971775565265,0.493975903614458,"Interoceptive",3.33333333333333,4.18067819412006,0.202643171806167,"Hand_arm",3.33333333333333,4.35733457240517,0.225806451612903,"Hand_arm"
"experience","体验",1.5,0.25,1.875,2,0.5,3.5,1.3125,3.4375,1.875,1.3125,2.125,0.894427190999916,0.577350269189626,1.08781125813871,0.730296743340221,0.632455532033676,0.632455532033676,0.79320026895272,0.813941029804985,0.61913918736689,1.07819293264239,0.957427107756338,16,16,3.5,3.93611902524819,0.337662337662338,"Visual",3.4375,3.94354806652722,0.211180124223602,"Hand_arm",3.5,4.96388362990268,0.165079365079365,"Visual"
"lingering interest","余兴",0.8,0,0.866666666666667,2.06666666666667,0,1.66666666666667,1.2,2.73333333333333,1.26666666666667,0.466666666666667,2.06666666666667,0.676123403782813,0,0.516397779494322,0.79880863671798,0,1.04653623694457,1.14642300844222,0.883715101688537,0.457737708217063,0.743223352957207,0.79880863671798,15,15,2.06666666666667,2.44518312539514,0.382716049382716,"Interoceptive",2.73333333333333,3.21109190979296,0.293103448275862,"Hand_arm",2.73333333333333,3.62740103112304,0.208121827411167,"Hand_arm"
"spare power","余力",0.304347826086957,0,0.869565217391304,2.17391304347826,0,1.21739130434783,1.26086956521739,2.91304347826087,1.69565217391304,1,2,0.470471968896965,0,0.625543242171224,0.716822148161496,0,0.902346523798844,1.0538842141141,1.23997959947518,0.702901946394417,0.852802865422442,0.738548945875996,23,23,2.17391304347826,2.33699610376519,0.476190476190476,"Interoceptive",2.91304347826087,3.43695248015511,0.215686274509804,"Hand_arm",2.91304347826087,3.76484458663037,0.216828478964401,"Hand_arm"
"room","余地",0.08,0,1,1.2,0,1.4,1.52,3.2,1.56,0.8,2.36,0.276887462097269,0,0.645497224367903,0.763762615825973,0,0.645497224367903,0.918331820930394,0.816496580927726,0.650640709864771,0.816496580927726,0.860232526704263,25,25,1.4,1.76222858184882,0.380434782608696,"Visual",3.2,3.77351107166229,0.254237288135593,"Hand_arm",3.2,3.89749986593874,0.24390243902439,"Hand_arm"
"after rhyme","余韵",0.611111111111111,0.0555555555555555,1.27777777777778,2.11111111111111,0.111111111111111,2.27777777777778,1.05555555555556,3.05555555555556,2.22222222222222,1.27777777777778,2.33333333333333,0.607684988914186,0.235702260395516,0.574513149960142,0.582983088130138,0.323380833381777,0.751903901522118,0.725357698552702,0.937595311059234,0.646761666763555,0.669113158068688,0.76696498884737,18,18,2.27777777777778,2.86605381428823,0.344827586206897,"Visual",3.05555555555556,3.81370708845915,0.201117318435754,"Hand_arm",3.05555555555556,4.29102978655826,0.183050847457627,"Hand_arm"
"homework","作业",0.32,0,1.2,1.2,0,1.36,1.12,3.04,1.2,0.56,1.52,0.476095228569523,0,0.645497224367903,0.912870929175277,0,0.489897948556636,0.92736184954957,0.934523051258413,0.912870929175277,0.76811457478686,0.962635271879577,25,25,1.36,1.8175469104377,0.333333333333333,"Visual",3.04,3.26841041614329,0.333333333333333,"Hand_arm",3.04,3.44594608899279,0.263888888888889,"Hand_arm"
"works","作品",0.31578947368421,0,0.894736842105263,0.789473684210526,0,2.52631578947368,0.736842105263158,2.42105263157895,1.15789473684211,0.421052631578947,1.26315789473684,0.582392725357819,0,0.458831467741123,0.630603535284611,0,1.02026255077535,0.805681579172283,1.07060675806262,1.01451454700358,0.507257273501788,0.65337629647495,19,19,2.52631578947368,2.58947739498258,0.558139534883721,"Visual",2.42105263157895,2.63202799354694,0.333333333333333,"Hand_arm",2.52631578947368,3.28956069945258,0.24,"Visual"
"composition","作文",0.238095238095238,0,0.904761904761905,0.761904761904762,0,1.85714285714286,0.428571428571429,2.42857142857143,1.95238095238095,0.904761904761905,1.42857142857143,0.436435780471985,0,0.624880941040924,0.700340053457026,0,0.792824967172092,0.50709255283711,1.02817452659695,1.02353263143832,0.943650459903555,0.746420027292179,21,21,1.85714285714286,1.96623852903483,0.493670886075949,"Visual",2.42857142857143,2.94340135394503,0.28,"Hand_arm",2.42857142857143,3.21084047427171,0.222707423580786,"Hand_arm"
"style","作风",0,0,0.941176470588235,1.11764705882353,0,0.941176470588235,1.23529411764706,3.41176470588235,1.64705882352941,0.647058823529412,2.29411764705882,0,0,0.899346167730627,0.781213234429025,0,0.899346167730627,1.03255821656129,0.712287119900725,0.606339062590832,0.701888209634219,0.587867532097256,17,17,1.11764705882353,1.45235526643465,0.372549019607843,"Interoceptive",3.41176470588235,3.88000632422344,0.299363057324841,"Hand_arm",3.41176470588235,3.94668551972074,0.278846153846154,"Hand_arm"
"delicacy","佳肴",0.695652173913043,4.47826086956522,1.78260869565217,1.08695652173913,4,2.69565217391304,0.695652173913043,2.56521739130435,1.21739130434783,3.1304347826087,1.73913043478261,0.470471968896965,0.510753918455249,0.735868178605778,0.596432079365658,0,0.634950435338042,0.634950435338042,0.8434823356733,0.59973643750101,1.51670539555874,0.810016346880382,23,23,4.47826086956522,5.65336138329892,0.256637168141593,"Gustatory",3.1304347826087,3.80198611180634,0.26046511627907,"Mouth",4.47826086956522,6.1766229561381,0.157039711191336,"Gustatory"
"mission","使命",0.434782608695652,0,0.826086956521739,1.8695652173913,0,1.8695652173913,1,3.30434782608696,1.73913043478261,1.52173913043478,2.47826086956522,0.589767824619588,0,0.576208131040061,0.86887324245971,0,0.757048564917911,0.852802865422442,1.01957132742129,0.619192384874173,1.12288448436043,0.730477130336511,23,23,1.8695652173913,2.39368788572084,0.373913043478261,"Visual",3.30434782608696,3.93830675431191,0.229437229437229,"Hand_arm",3.30434782608696,4.21339967136478,0.219653179190751,"Hand_arm"
"attachment","依恋",0.782608695652174,0,1.69565217391304,2.8695652173913,0,1.65217391304348,1.08695652173913,3.17391304347826,2.34782608695652,1.30434782608696,3.1304347826087,0.42174116783665,0,0.822124885928678,0.548083257285785,0,0.647280721183483,0.668311541278118,1.02921743939238,0.77510677576318,0.702901946394417,0.757048564917911,23,23,2.8695652173913,3.22345380891898,0.409937888198758,"Interoceptive",3.17391304347826,4.29256733006551,0.188976377952756,"Hand_arm",3.17391304347826,4.82872270153561,0.175903614457831,"Hand_arm"
"signal","信号",0.761904761904762,0,0.714285714285714,0.952380952380952,0,1.95238095238095,0.80952380952381,2.66666666666667,1.47619047619048,1.47619047619048,1.47619047619048,0.768424485864545,0,0.560611910581388,0.589592272353571,0,0.669043382464133,0.980767435177556,1.19721899973786,0.980767435177556,1.20909253653505,0.749603069567329,21,21,1.95238095238095,2.08872435964337,0.445652173913043,"Visual",2.66666666666667,3.07739142641335,0.234939759036145,"Hand_arm",2.66666666666667,3.36952464969715,0.217054263565891,"Hand_arm"
"belief","信念",0.111111111111111,0,0.111111111111111,1.44444444444444,0,0.611111111111111,0.444444444444444,1.72222222222222,2.27777777777778,0.5,1.77777777777778,0.323380833381777,0,0.323380833381777,0.615698763455199,0,0.607684988914186,0.511309992564914,0.894792486988599,1.01781516613691,0.514495755427527,0.646761666763555,18,18,1.44444444444444,1.48044004739769,0.634146341463415,"Interoceptive",2.27777777777778,2.83383162950572,0.272727272727273,"Head",2.27777777777778,2.96257421597311,0.253086419753086,"Head"
"information","信息",0.764705882352941,0,0.647058823529412,1.29411764705882,0,2.41176470588235,0.647058823529412,2.58823529411765,2,1.29411764705882,1.35294117647059,0.437237316097603,0,0.492592183071889,0.77174363314129,0,0.795206225564457,0.606339062590832,1.1213175023946,0.935414346693485,1.21267812518166,0.701888209634219,17,17,2.41176470588235,2.56692311203427,0.471264367816092,"Visual",2.58823529411765,3.11594990660393,0.246268656716418,"Hand_arm",2.58823529411765,3.61309286312695,0.199095022624434,"Hand_arm"
"practice","修炼",0.176470588235294,0,1.17647058823529,2.47058823529412,0,0.941176470588235,1.64705882352941,3.47058823529412,1.94117647058824,1.05882352941176,2.70588235294118,0.392952623996688,0,0.528594139870924,0.624264272846798,0,0.747545001596402,0.861769724940212,0.799816155346303,0.826936230559385,0.826936230559385,0.587867532097256,17,17,2.47058823529412,2.59859524556332,0.518518518518519,"Interoceptive",3.47058823529412,4.2093702100318,0.222826086956522,"Hand_arm",3.47058823529412,4.51652370604527,0.222641509433962,"Hand_arm"
"reflection","倒影",0.411764705882353,0,0.470588235294118,0.941176470588235,0,2.76470588235294,0.705882352941176,2.29411764705882,2.94117647058824,0.705882352941177,2.29411764705882,0.618346942400842,0,0.624264272846798,0.555718930226211,0,1.14724734499071,0.77174363314129,0.848874687627165,0.747545001596402,0.469668218313862,0.77174363314129,17,17,2.76470588235294,2.80797203582733,0.602564102564103,"Visual",2.94117647058824,3.69123599249313,0.25,"Head",2.94117647058824,4.16850881747724,0.217391304347826,"Head"
"pour_out","倾诉",1.15,0,1.45,2.1,0,1.2,0.45,2.75,1.8,3.3,1.9,0.5871429486124,0,0.68633274115326,0.788068925652412,0,0.69585237393846,0.51041778553404,0.850696309223401,0.833508753466491,0.978720969859186,0.788068925652412,20,20,2.1,2.4964482898649,0.355932203389831,"Interoceptive",3.3,4.11176474199988,0.279411764705882,"Mouth",3.3,4.39811386100968,0.204968944099379,"Mouth"
"hypothesis","假设",0.1875,0,0.3125,0.875,0,1,1.1875,2.8125,2.25,1.1875,1.6875,0.403112887414928,0,0.478713553878169,0.806225774829855,0,0.632455532033676,0.834166250416147,0.75,0.930949336251263,1.16726175299288,0.602079728939615,16,16,1,1.19512635580858,0.421052631578947,"Visual",2.8125,3.47029224226465,0.178082191780822,"Hand_arm",2.8125,3.51691166895763,0.244565217391304,"Hand_arm"
"nursery rhymes","儿歌",4.11764705882353,0,0.588235294117647,1,0,2.82352941176471,0.529411764705882,2.11764705882353,1.58823529411765,1.35294117647059,1.23529411764706,0.332105582077536,0,0.507299656195892,0.5,0,0.808957208204416,0.514495755427526,0.857492925712544,0.795206225564457,1.27186754767292,0.437237316097603,17,17,4.11764705882353,4.53921923826809,0.482758620689655,"Auditory",2.11764705882353,2.6213537077569,0.232758620689655,"Hand_arm",4.11764705882353,4.81369085564056,0.268199233716475,"Auditory"
"vitality","元气",0.6,0.6,2.25,4,0.6,1.65,1.65,3.1,2.25,1.6,3.8,0.598243041616119,0.598243041616119,0.550119604220181,0,0.598243041616119,0.812727700887249,0.489360484929593,0.718184846459608,0.444261658319319,0.820782681668123,0.410391340834062,20,20,4,4.31837726975645,0.350515463917526,"Interoceptive",3.8,4.71232242574695,0.17741935483871,"Torso",4,5.69978967111455,0.153846153846154,"Interoceptive"
"omen","兆头",0.0526315789473684,0,0.31578947368421,1.10526315789474,0,1.84210526315789,0.526315789473684,2.05263157894737,2.26315789473684,1.15789473684211,1.84210526315789,0.229415733870562,0,0.477566932940919,0.5671308728156,0,0.602140431639667,0.512989176042577,0.970319776071918,0.805681579172283,1.11868761873192,0.834210065120614,19,19,1.84210526315789,1.96891479978516,0.555555555555556,"Visual",2.26315789473684,3.04340938691835,0.221476510067114,"Head",2.26315789473684,3.29647127911757,0.202830188679245,"Head"
